% Model,Midshipman_SF_monostatic.mph
% Version,COMSOL 6.2.0.339
% Date,"Sep 9 2026, 13:57"
% Table,Table 2 - Global Evaluation 1
% theta (degree),freq (Hz),Target Strength
210.00000000000003,30000,-106.62266406887585
210.00000000000003,50000,-100.18838003503566
210.00000000000003,70000,-101.44180501669558
211,10000,-101.57449139012846
211,30000,-106.68827816128314
211,50000,-100.25501010779647
211,70000,-101.5703640808697
212,10000,-101.58349070047805
212,30000,-106.7608964044804
212,50000,-100.33353281188901
212,70000,-101.72712644072047
213,10000,-101.59324992905587
213,30000,-106.84041459957837
213,50000,-100.42381532420109
213,70000,-101.91165411314408
214,10000,-101.60375803229142
214,30000,-106.92671969648538
214,50000,-100.52572138318502
214,70000,-102.12351055713705
215,10000,-101.6150031323513
215,30000,-107.01968939179976
215,50000,-100.63911138494865
215,70000,-102.36224434274406
216,10000,-101.62697252811718
216,30000,-107.11919166529776
216,50000,-100.76384243265554
216,70000,-102.62736986800589
217,10000,-101.6396527068192
217,30000,-107.22508425565366
217,50000,-100.89976834481772
217,70000,-102.91834437152865
218,10000,-101.65302935632002
218,30000,-107.337214076595
218,50000,-101.04673962702972
218,70000,-103.2345403756613
219.00000000000003,10000,-101.6670873780633
219.00000000000003,30000,-107.45541657497017
219.00000000000003,50000,-101.20460341150726
219.00000000000003,70000,-103.57521260814156
220,10000,-101.68181090066429
220,30000,-107.5795150332283
220,50000,-101.37320336911418
220,70000,-103.93945841099388
221,10000,-101.69718329417067
221,30000,-107.70931981977952
221,50000,-101.55237959781552
221,70000,-104.32617071209177
222,10000,-101.71318718498001
222,30000,-107.84462759193532
222,50000,-101.74196849220822
222,70000,-104.73398289161878
223,10000,-101.72980447141947
223,30000,-107.98522045802584
223,50000,-101.94180259815745
223,70000,-105.1612054428368
224,10000,-101.74701633999419
224,30000,-108.13086510709988
224,50000,-102.1517104571987
224,70000,-105.60575537288915
