% Model,Midshipman_SF_monostatic.mph
% Version,COMSOL 6.2.0.339
% Date,"Sep 9 2026, 15:43"
% Table,Table 2 - Global Evaluation 1
% theta (degree),freq (Hz),Target Strength
234,50000,-106.9734817938466
234,70000,-106.04273643055207
235,10000,-102.01757717058733
235,30000,-109.43696299500418
235,50000,-107.02864804551086
235,70000,-105.97451590797237
236.00000000000003,10000,-102.02539474706285
236.00000000000003,30000,-109.46363168724764
236.00000000000003,50000,-107.08271429905906
236.00000000000003,70000,-105.90984863120389
237.00000000000003,10000,-102.0331017065567
237.00000000000003,30000,-109.48999464691761
237.00000000000003,50000,-107.13569347886236
237.00000000000003,70000,-105.84869181668867
238,10000,-102.04068844098062
238,30000,-109.51606409716797
238,50000,-107.18760718808484
238,70000,-105.79099796954127
239,10000,-102.04814547104407
239,30000,-109.54185338943184
239,50000,-107.23848538455002
239,70000,-105.73671629514878
239.99999999999997,10000,-102.05546345913336
239.99999999999997,30000,-109.56737673859534
239.99999999999997,50000,-107.2883659600009
239.99999999999997,70000,-105.68579404521984
241.00000000000003,10000,-102.06263322209843
241.00000000000003,30000,-109.59264895007368
241.00000000000003,50000,-107.33729422900791
241.00000000000003,70000,-105.63817777995752
242,10000,-102.06964574393055
242,30000,-109.61768514074174
242,50000,-107.38532233441035
242,70000,-105.5938145317993
243,10000,-102.07649218829522
243,30000,-109.64250045552568
243,50000,-107.43250857674428
243,70000,-105.55265285661959
244,10000,-102.08316391090659
244,30000,-109.66710978167625
244,50000,-107.47891667702275
244,70000,-105.51464376269927
245.00000000000003,10000,-102.0896524717155
245.00000000000003,30000,-109.69152746220107
245.00000000000003,50000,-107.52461498175148
245.00000000000003,70000,-105.47974150798163
246.00000000000003,10000,-102.09594964689819
246.00000000000003,30000,-109.71576701033874
246.00000000000003,50000,-107.56967561967691
246.00000000000003,70000,-105.44790426253226
247,10000,-102.10204744061289
247,30000,-109.73984082654566
247,50000,-107.61417361998434
247,70000,-105.41909463306574
248,10000,-102.1079380964939
248,30000,-109.76375991946693
248,50000,-107.65818600067772
248,70000,-105.3932800516789
248.99999999999997,10000,-102.11361410888259
248.99999999999997,30000,-109.78753363226906
248.99999999999997,50000,-107.70179083588631
248.99999999999997,70000,-105.37043303230162
250.00000000000003,10000,-102.11906823375685
250.00000000000003,30000,-109.81116937563641
250.00000000000003,50000,-107.74506630990265
250.00000000000003,70000,-105.35053130148549
251,10000,-102.12429349933133
251,30000,-109.83467236861563
251,50000,-107.78808976491355
251,70000,-105.3335578127021
252,10000,-102.12928321632516
252,30000,-109.85804538845072
252,50000,-107.83093674811546
252,70000,-105.31950065353229
253,10000,-102.13403098785868
253,30000,-109.88128853041188
253,50000,-107.87368006315859
253,70000,-105.30835285897275
254.00000000000003,10000,-102.13853071896109
254.00000000000003,30000,-109.90439897874664
254.00000000000003,50000,-107.91638882964727
254.00000000000003,70000,-105.30011214250149
255.00000000000003,10000,-102.14277662568021
255.00000000000003,30000,-109.92737078967008
255.00000000000003,50000,-107.95912755288921
255.00000000000003,70000,-105.29478055940879
256,10000,-102.14676324375392
256,30000,-109.95019468737516
256,50000,-108.00195520580063
256,70000,-105.29236411602622
257,10000,-102.15048543683943
257,30000,-109.97285787418419
257,50000,-108.04492432328915
257,70000,-105.29287233910492
258,10000,-102.15393840428217
258,30000,-109.99534385563571
258,50000,-108.08808010840562
258,70000,-105.2963178198429
259,10000,-102.1571176883933
259,30000,-110.01763228192092
259,50000,-108.1314595500504
259,70000,-105.30271574720155
260,10000,-102.16001918122977
260,30000,-110.03969880644186
260,50000,-108.17509054979355
260,70000,-105.31208344401848
261,10000,-102.16263913086253
261,30000,-110.06151496303875
261,50000,-108.21899105648113
261,70000,-105.32443992035655
262,10000,-102.16497414711202
262,30000,-110.08304806296785
262,50000,-108.26316820672874
262,70000,-105.33980545808733
263,10000,-102.16702120673659
263,30000,-110.10426111330446
263,50000,-108.30761746946814
263,70000,-105.3582012387657
264,10000,-102.1687776580759
264,30000,-110.12511275800114
264,50000,-108.35232179336529
264,70000,-105.37964902853503
265,10000,-102.17024122510782
265,30000,-110.14555724355728
265,50000,-108.39725075708033
265,70000,-105.40417093005898
266,10000,-102.17141001094927
266,30000,-110.16554441083132
266,50000,-108.44235972264052
266,70000,-105.43178921307457
267,10000,-102.17228250076589
267,30000,-110.1850197150105
267,50000,-108.48758899498618
267,70000,-105.4625262305862
268,10000,-102.1728575640777
268,30000,-110.20392427561686
268,50000,-108.53286299097162
268,70000,-105.49640442768307
269,10000,-102.17313445648387
269,30000,-110.2221949585344
269,50000,-108.57808942517907
269,70000,-105.53344644690178
270,10000,-102.17311282078407
270,30000,-110.23976449210778
270,50000,-108.62315852100663
270,70000,-105.5736753300623
271,10000,-102.17279268748007
271,30000,-110.25656161936779
271,50000,-108.66794225960359
271,70000,-105.61711481411871
272,10000,-102.17217447469379
272,30000,-110.27251128826222
272,50000,-108.71229368219899
272,70000,-105.6637897153415
273,10000,-102.17125898746474
273,30000,-110.28753488184152
273,50000,-108.75604626500521
273,70000,-105.71372638975822
274,10000,-102.17004741645846
274,30000,-110.30155048979711
274,50000,-108.79901339082514
274,70000,-105.7669532558578
275,10000,-102.16854133606249
275,30000,-110.3144732231938
275,50000,-108.84098794429336
275,70000,-105.82350136016413
276,10000,-102.16674270189674
276,30000,-110.32621557292971
276,50000,-108.88174206375271
276,70000,-105.88340496045299
277,10000,-102.16465384773863
277,30000,-110.33668781296095
277,50000,-108.92102708543489
277,70000,-105.94670209927412
278,10000,-102.1622774818562
278,30000,-110.34579844807084
278,50000,-108.95857372031884
278,70000,-106.01343513366069
279,10000,-102.15961668278686
279,30000,-110.35345470615525
279,50000,-108.99409250695652
279,70000,-106.08365118263873
280,10000,-102.15667489454042
280,30000,-110.35956307325458
280,50000,-109.027274585628
280,70000,-106.15740245130755
281,10000,-102.15345592126396
281,30000,-110.36402986996467
281,50000,-109.05779283949842
281,70000,-106.23474638360527
282,10000,-102.14996392136877
282,30000,-110.36676186609476
282,50000,-109.08530344753545
282,70000,-106.3157455925685
283,10000,-102.1462034011384
283,30000,-110.36766693008785
283,50000,-109.1094478898247
283,70000,-106.40046751274035
284,10000,-102.14217920782362
284,30000,-110.36665470860152
284,50000,-109.12985543932244
284,70000,-106.48898371353542
285,10000,-102.13789652225518
285,30000,-110.3636373307004
285,50000,-109.1461461636362
285,70000,-106.58136880799918
286,10000,-102.13336085098626
286,30000,-110.35853013024072
286,50000,-109.15793444729671
286,70000,-106.67769888583742
287,10000,-102.12857801797684
287,30000,-110.3512523793112
287,50000,-109.1648330275703
287,70000,-106.77804939262606
288,10000,-102.12355415584736
288,30000,-110.34172802429113
288,50000,-109.16645751585925
288,70000,-106.88249237098324
289,10000,-102.11829569671056
289,30000,-110.32988641612891
289,50000,-109.1624313532619
289,70000,-106.99109297026725
290,10000,-102.1128093626261
290,30000,-110.31566302526782
290,50000,-109.1523911238619
290,70000,-107.1039051235229
291,10000,-102.10710215566372
291,30000,-110.29900013163578
291,50000,-109.135992122837
291,70000,-107.22096627931585
292,10000,-102.10118134763073
292,30000,-110.2798474798543
292,50000,-109.11291405153621
292,70000,-107.34229106720308
293,10000,-102.0950544694628
293,30000,-110.25816288985055
293,50000,-109.0828666905241
293,70000,-107.46786376563448
294,10000,-102.08872930031029
294,30000,-110.23391281348104
294,50000,-109.04559538446478
294,70000,-107.59762943296931
295,10000,-102.08221385634494
295,30000,-110.20707282817384
295,50000,-109.00088616359676
295,70000,-107.73148356186142
296,10000,-102.07551637929802
296,30000,-110.17762805943886
296,50000,-108.94857032639015
296,70000,-107.86926012088105
297,10000,-102.06864532477158
297,30000,-110.14557352535888
297,50000,-108.88852831599559
297,70000,-108.01071786892906
298,10000,-102.06160935032658
298,30000,-110.11091439685877
298,50000,-108.82069274454038
298,70000,-108.15552486864532
299,10000,-102.05441730338357
299,30000,-110.07366616966254
299,50000,-108.74505044634576
299,70000,-108.30324119854367
300,10000,-102.04707820895268
300,30000,-110.03385474488911
300,50000,-108.66164347954171
300,70000,-108.45329998249058
301,10000,-102.03960125721602
301,30000,-109.99151641685614
301,50000,-108.57056903774355
301,70000,-108.60498703181543
302,10000,-102.03199579099233
302,30000,-109.946697769031
302,50000,-108.47197827849938
302,70000,-108.75741965516883
303,10000,-102.02427129309152
303,30000,-109.89945547957022
303,50000,-108.36607412111303
303,70000,-108.90952553876014
304,10000,-102.01643737358967
304,30000,-109.84985604065123
304,50000,-108.25310810671795
304,70000,-109.06002305720058
305,10000,-102.0085037570573
305,30000,-109.79797539664705
305,50000,-108.13337644902548
305,70000,-109.20740493293818
306,10000,-102.00048026971933
306,30000,-109.74389850748167
306,50000,-108.00721542936019
306,70000,-109.34992779181114
307,10000,-101.99237682663244
307,30000,-109.68771884495806
307,50000,-107.87499630726776
307,70000,-109.48561080063445
308,10000,-101.98420341883823
308,30000,-109.62953783071256
308,50000,-107.73711992275594
308,70000,-109.6122470874987
309,10000,-101.97597010053892
309,30000,-109.56946422470801
309,50000,-107.59401116354974
309,70000,-109.72743185991226
310,10000,-101.96768697631809
310,30000,-109.50761347424057
310,50000,-107.44611345877576
310,70000,-109.82861079397507
311,10000,-101.9593641884106
311,30000,-109.44410703304189
311,50000,-107.29388344208176
311,70000,-109.9131511261557
312,10000,-101.95101190404714
312,30000,-109.37907166035225
312,50000,-107.13778590338849
312,70000,-109.97843573274852
313,10000,-101.94264030288093
313,30000,-109.3126387094029
313,50000,-106.97828912434454
313,70000,-110.02197732780493
314,10000,-101.93425956452431
314,30000,-109.24494341425998
314,50000,-106.81586066526945
314,70000,-110.04154605191835
315,10000,-101.92587985620102
315,30000,-109.17612418354312
315,50000,-106.6509636466609
315,70000,-110.03529984189967
316,10000,-101.91751132052457
316,30000,-109.10632190848202
316,50000,-106.48405354513257
316,70000,-110.00190405490166
317,10000,-101.90916406343
317,30000,-109.03567929214675
317,50000,-106.31557550498312
317,70000,-109.94062592614009
318,10000,-101.90084814225165
318,30000,-108.96434020566873
318,50000,-106.14596214816123
318,70000,-109.85139127765045
319,10000,-101.89257355398313
319,30000,-108.89244907627267
319,50000,-105.97563185519219
319,70000,-109.73479547424446
320,10000,-101.88435022370246
320,30000,-108.82015031111833
320,50000,-105.80498747863616
320,70000,-109.59206708063412
321,10000,-101.87618799319536
321,30000,-108.74758775990213
321,50000,-105.63441544570621
321,70000,-109.42498950685747
322,10000,-101.86809660977576
322,30000,-108.67490421825386
322,50000,-105.4642852036534
322,70000,-109.23579148958822
323,10000,-101.86008571531684
323,30000,-108.60224097328897
323,50000,-105.29494895976215
323,70000,-109.02702035946015
324,10000,-101.852164835489
324,30000,-108.52973739176703
324,50000,-105.1267416703574
324,70000,-108.80141230232987
325,10000,-101.84434336923096
325,30000,-108.45753055063705
325,50000,-104.95998123373683
325,70000,-108.5617716813495
326,10000,-101.83663057844657
326,30000,-108.38575490939155
326,50000,-104.79496884732173
326,70000,-108.3108679017941
327,10000,-101.82903557794396
327,30000,-108.31454202271424
327,50000,-104.63198949107401
327,70000,-108.0513543251139
328,10000,-101.8215673256023
328,30000,-108.24402029198973
328,50000,-104.47131250505177
328,70000,-107.78571021732117
329,10000,-101.81423461281187
329,30000,-108.17431475357539
329,50000,-104.31319223258618
329,70000,-107.51620411701282
330,10000,-101.80704605513561
330,30000,-108.10554690158799
330,50000,-104.15786870426328
330,70000,-107.24487543692442
331,10000,-101.80001008325456
331,30000,-108.03783454282006
331,50000,-104.00556834285652
331,70000,-106.97353045541503
332,10000,-101.79313493415859
332,30000,-107.97129168127205
332,50000,-103.85650467168341
332,70000,-106.703748855768
333,10000,-101.78642864260797
333,30000,-107.90602842960169
333,50000,-103.71087901347019
333,70000,-106.43689738423683
334,10000,-101.77989903285504
334,30000,-107.84215094513372
334,50000,-103.56888116849939
334,70000,-106.17414780267407
335,10000,-101.7735537106424
335,30000,-107.77976138756445
335,50000,-103.43069006432094
335,70000,-105.91649695862077
336,10000,-101.76740005547458
336,30000,-107.71895789616954
336,50000,-103.29647437058155
336,70000,-105.66478739237162
337,10000,-101.76144521315601
337,30000,-107.65983458389726
337,50000,-103.16639307536364
337,70000,-105.41972740711205
338,10000,-101.75569608861335
338,30000,-107.60248154621137
338,50000,-103.04059602019565
338,70000,-105.18190992216178
339,10000,-101.75015933898788
339,30000,-107.54698488244262
339,50000,-102.91922439242668
339,70000,-104.95182972908177
340,10000,-101.74484136701469
340,30000,-107.4934267276963
340,50000,-102.80241117496203
340,70000,-104.72989898172806
341,10000,-101.73974831468277
341,30000,-107.44188529346357
341,50000,-102.69028155384513
341,70000,-104.51646089094068
342,10000,-101.7348860571594
342,30000,-107.39243491512448
342,50000,-102.58295328475788
342,70000,-104.31180168972973
343,10000,-101.73026019703354
343,30000,-107.34514610488895
343,50000,-102.48053702063191
343,70000,-104.11616098360514
344,10000,-101.72587605879487
344,30000,-107.30008560867506
344,50000,-102.38313660203856
344,70000,-103.92974063053623
345,10000,-101.72173868364177
345,30000,-107.25731646567658
345,50000,-102.29084931293872
345,70000,-103.75271230165473
346,10000,-101.71785282454334
346,30000,-107.21689806939489
346,50000,-102.20376610422863
346,70000,-103.58522387442568
347,10000,-101.71422294160193
347,30000,-107.17888622917599
347,50000,-102.12197178770299
347,70000,-103.42740480003606
348,10000,-101.71085319769942
348,30000,-107.14333323132425
348,50000,-102.04554520286388
348,70000,-103.27937057458027
349,10000,-101.70774745442787
349,30000,-107.11028789879407
349,50000,-101.97455935939489
349,70000,-103.1412264328109
350,10000,-101.70490926830973
350,30000,-107.07979564914237
350,50000,-101.90908155729221
350,70000,-103.01307036631343
351,10000,-101.70234188730633
351,30000,-107.0518985496108
351,50000,-101.84917348752704
351,70000,-102.89499555852204
352,10000,-101.70004824761318
352,30000,-107.02663536920798
352,50000,-101.7948913147933
352,70000,-102.78709231471692
353,10000,-101.69803097074649
353,30000,-107.0040416270509
353,50000,-101.7462857449698
353,70000,-102.68944955601415
354,10000,-101.69629236092348
354,30000,-106.98414963669009
354,50000,-101.70340207827672
354,70000,-102.60215593552485
355,10000,-101.6948344027285
355,30000,-106.9669885459828
355,50000,-101.66628025073366
355,70000,-102.52530062771534
356,10000,-101.69365875907133
356,30000,-106.95258437221946
356,50000,-101.63495486431502
356,70000,-102.458973832753
357,10000,-101.6927667694482
357,30000,-106.94096003236766
357,50000,-101.60945520755848
357,70000,-102.40326703201146
358,10000,-101.69215944847977
358,30000,-106.93213536794423
358,50000,-101.58980526732861
358,70000,-102.35827302389204
359,10000,-101.69183748476308
359,30000,-106.92612716461683
359,50000,-101.57602373255644
359,70000,-102.32408576384614
360,10000,-101.69180124000769
360,30000,-106.92294916621532
360,50000,-101.56812399028276
360,70000,-102.30080002661644
