% Model,Midshipman_SF_monostatic.mph
% Version,COMSOL 6.2.0.339
% Date,"Sep 9 2026, 15:43"
% Table,Table 2 - Global Evaluation 1
% theta (degree),freq (Hz),Target Strength
50,30000,-109.6896334503794
50,50000,-107.00744329580863
50,70000,-109.55597939638648
51,10000,-101.98088539440158
51,30000,-109.76763237713081
51,50000,-107.1424310906367
51,70000,-109.4906859480845
52,10000,-101.98897944426604
52,30000,-109.84431981606255
52,50000,-107.2722421172476
52,70000,-109.41320239527393
53,10000,-101.99700125316427
53,30000,-109.91955331437296
53,50000,-107.3964880784776
53,70000,-109.32562825146266
54,10000,-102.0049407527867
54,30000,-109.99319447247062
54,50000,-107.51481261492708
54,70000,-109.22994470255846
55,10000,-102.01278795865365
55,30000,-110.0651096441976
55,50000,-107.62689637725515
55,70000,-109.12798337469042
56,10000,-102.02053298349074
56,30000,-110.1351706219954
56,50000,-107.73246163805575
56,70000,-109.02140867692938
57.00000000000001,10000,-102.02816605059641
57.00000000000001,30000,-110.20325529754359
57.00000000000001,50000,-107.83127627115597
57.00000000000001,70000,-108.91171112257845
58.00000000000001,10000,-102.03567750714902
58.00000000000001,30000,-110.26924828817543
58.00000000000001,50000,-107.92315694110341
58.00000000000001,70000,-108.80020894367549
59.00000000000001,10000,-102.04305783744962
59.00000000000001,30000,-110.33304151951583
59.00000000000001,50000,-108.007971371261
59.00000000000001,70000,-108.68805552675144
59.99999999999999,10000,-102.05029767606732
59.99999999999999,30000,-110.39453475521219
59.99999999999999,50000,-108.08563959365513
59.99999999999999,70000,-108.5762505671225
61,10000,-102.05738782086061
61,30000,-110.4536360652495
61,50000,-108.15613412473161
61,70000,-108.46565326450771
62,10000,-102.06431924586653
62,30000,-110.5102622252533
62,50000,-108.21947905701987
62,70000,-108.35699630002502
63,10000,-102.0710831140185
63,30000,-110.56433903998413
63,50000,-108.27574810268081
63,70000,-108.25089970016963
64,10000,-102.07767078967879
64,30000,-110.61580158602172
64,50000,-108.32506166898396
64,70000,-108.14788399504951
65,10000,-102.08407385094988
65,30000,-110.66459436966285
65,50000,-108.3675830831197
65,70000,-108.0483823154558
66,10000,-102.09028410175722
66,30000,-110.71067139776987
66,50000,-108.40351411525864
66,70000,-107.95275124743092
67,10000,-102.09629358365925
67,30000,-110.7539961610717
67,50000,-108.43308996769244
67,70000,-107.86128038813024
68,10000,-102.10209458738362
68,30000,-110.79454153108598
68,50000,-108.456573909152
68,70000,-107.77420063158215
69,10000,-102.10767966404282
69,30000,-110.83228957307932
69,50000,-108.47425173226608
69,70000,-107.69169126555457
70,10000,-102.11304163602523
70,30000,-110.86723127994004
70,50000,-108.48642620415583
70,70000,-107.61388599281366
71,10000,-102.11817360752235
71,30000,-110.89936623205942
71,50000,-108.4934116616599
71,70000,-107.54087800313346
72,10000,-102.12306897468437
72,30000,-110.92870219076957
72,50000,-108.49552888255337
72,70000,-107.47272422760395
73,10000,-102.12772143537073
73,30000,-110.95525463307322
73,50000,-108.49310033686237
73,70000,-107.40944890311948
74,10000,-102.13212499848026
74,30000,-110.97904623677495
74,50000,-108.48644589676381
74,70000,-107.3510465662227
75,10000,-102.13627399283885
75,30000,-111.00010632518885
75,50000,-108.4758790564517
75,70000,-107.29748458662591
76,10000,-102.14016307562481
76,30000,-111.01847028155191
76,50000,-108.46170368976381
76,70000,-107.24870533875898
77,10000,-102.14378724031309
77,30000,-111.03417894264336
77,50000,-108.44421135081944
77,70000,-107.20462809695616
78,10000,-102.14714182412067
78,30000,-111.04727798160323
78,50000,-108.42367910613775
78,70000,-107.16515073128247
79,10000,-102.15022251493245
79,30000,-111.05781728905477
79,50000,-108.40036787137348
79,70000,-107.13015126697846
80,10000,-102.15302535770746
80,30000,-111.0658503614094
80,50000,-108.3745212159759
80,70000,-107.09948936281842
81,10000,-102.15554676031743
81,30000,-111.0714337042227
81,50000,-108.34636459212166
81,70000,-107.0730077537816
82,10000,-102.15778349885063
82,30000,-111.0746262581425
82,50000,-108.31610493922773
82,70000,-107.0505336940497
83,10000,-102.1597327223286
83,30000,-111.07548885332874
83,50000,-108.2839306155742
83,70000,-107.03188043038884
84,10000,-102.16139195684336
84,30000,-111.0740836977785
84,50000,-108.25001160743767
84,70000,-107.01684872712227
85,10000,-102.1627591091059
85,30000,-111.07047390405234
85,50000,-108.21449996964405
85,70000,-107.0052284587578
86,10000,-102.16383246939768
86,30000,-111.06472305725832
86,50000,-108.17753045375659
86,70000,-106.99680027912277
87,10000,-102.16461071391001
87,30000,-111.05689482699032
87,50000,-108.13922128502259
87,70000,-106.99133737131095
88,10000,-102.16509290648463
88,30000,-111.04705262433747
88,50000,-108.09967505258561
88,70000,-106.98860727640651
89,10000,-102.16527849972918
89,30000,-111.03525930467184
89,50000,-108.05897968282409
89,70000,-106.98837379538986
90,10000,-102.16516733552488
90,30000,-111.0215769156825
90,50000,-108.01720946985364
90,70000,-106.99039895196688
91,10000,-102.16475964492281
91,30000,-111.00606649016598
91,50000,-107.97442614118319
91,70000,-106.99444500204902
92,10000,-102.1640560474143
92,30000,-110.98878788137057
92,50000,-107.93067994108242
92,70000,-107.00027646959657
93,10000,-102.16305754960928
93,30000,-110.9697996395719
93,50000,-107.88601071677482
93,70000,-107.00766218701865
94,10000,-102.1617655432931
94,30000,-110.94915892666968
94,50000,-107.84044899666785
94,70000,-107.01637731383744
95,10000,-102.16018180288954
95,30000,-110.92692146654512
95,50000,-107.79401705190094
95,70000,-107.02620530612683
96.00000000000001,10000,-102.15830848233574
96.00000000000001,30000,-110.90314152778885
96.00000000000001,50000,-107.7467299346927
96.00000000000001,70000,-107.03693980722007
97,10000,-102.15614811136767
97,30000,-110.87787193571722
97,50000,-107.69859648935837
97,70000,-107.04838643006653
98,10000,-102.15370359123821
98,30000,-110.8511641101847
98,50000,-107.64962033204486
98,70000,-107.06036440143946
99,10000,-102.1509781898687
99,30000,-110.8230681260005
99,50000,-107.59980079794005
99,70000,-107.0727080397796
100,10000,-102.14797553645582
100,30000,-110.7936327924466
100,50000,-107.54913385387968
100,70000,-107.0852680408057
101,10000,-102.14469961554744
101,30000,-110.76290574858506
101,50000,-107.49761297571736
101,70000,-107.09791254802916
102,10000,-102.14115476059362
102,30000,-110.73093357135649
102,50000,-107.44522998946762
102,70000,-107.11052798914264
103,10000,-102.1373456469999
103,30000,-110.69776189298247
103,50000,-107.39197587564634
103,70000,-107.12301966451514
104,10000,-102.13327728469642
104,30000,-110.66343552536573
104,50000,-107.33784153569323
104,70000,-107.13531207868078
105.00000000000001,10000,-102.12895501023824
105.00000000000001,30000,-110.62799858823442
105.00000000000001,50000,-107.28281851932283
105.00000000000001,70000,-107.14734901182936
106,10000,-102.12438447846152
106,30000,-110.5914946388236
106,50000,-107.22689971129549
106,70000,-107.1590933335883
107,10000,-102.11957165371027
107,30000,-110.5539668008599
107,50000,-107.17007997571564
107,70000,-107.17052656730688
108,10000,-102.11452280066354
108,30000,-110.51545789050117
108,50000,-107.11235675572235
108,70000,-107.18164821872654
109,10000,-102.10924447476641
109,30000,-110.47601053774129
109,50000,-107.05373062585426
109,70000,-107.19247488711855
110,10000,-102.10374351231293
110,30000,-110.43566730151218
110,50000,-106.99420579470869
110,70000,-107.20303918314366
111,10000,-102.09802702017438
111,30000,-110.3944707771046
111,50000,-106.93379055485771
111,70000,-107.2133884797299
112,10000,-102.09210236522223
112,30000,-110.3524636948643
112,50000,-106.87249767717377
112,70000,-107.22358352633762
113,10000,-102.08597716344582
113,30000,-110.30968900921296
113,50000,-106.81034474705356
113,70000,-107.23369696026852
114.00000000000001,10000,-102.07965926880404
114.00000000000001,30000,-110.26618997729875
114.00000000000001,50000,-106.74735444032135
114.00000000000001,70000,-107.24381174826725
115,10000,-102.07315676182625
115,30000,-110.22201022673062
115,50000,-106.68355473623215
115,70000,-107.2540195950957
116.00000000000001,10000,-102.06647793799428
116.00000000000001,30000,-110.17719381213901
116.00000000000001,50000,-106.61897906684368
116.00000000000001,70000,-107.26441935292473
117,10000,-102.05963129590398
117,30000,-110.13178526039368
117,50000,-106.55366640160454
117,70000,-107.27511546799843
118.00000000000001,10000,-102.05262552527086
118.00000000000001,30000,-110.08582960453255
118.00000000000001,50000,-106.48766126709391
118.00000000000001,70000,-107.28621649566298
119,10000,-102.04546949475984
119,30000,-110.03937240650367
119,50000,-106.42101370275412
119,70000,-107.29783371617403
119.99999999999999,10000,-102.03817223969037
119.99999999999999,30000,-109.9924597691566
119.99999999999999,50000,-106.3537791543227
119.99999999999999,70000,-107.31007987702458
121,10000,-102.03074294962482
121,30000,-109.9451383376332
121,50000,-106.28601830711743
121,70000,-107.32306808618918
122,10000,-102.0231909558685
122,30000,-109.89745529102662
122,50000,-106.21779686261937
122,70000,-107.3369108738077
123.00000000000001,10000,-102.01552571889823
123.00000000000001,30000,-109.84945832460723
123.00000000000001,50000,-106.14918526259976
123.00000000000001,70000,-107.35171943496587
124,10000,-102.00775681574092
124,30000,-109.80119562332972
124,50000,-106.08025836512263
124,70000,-107.36760306047398
125.00000000000001,10000,-101.99989392733045
125.00000000000001,30000,-109.75271582753714
125.00000000000001,50000,-106.01109507826976
125.00000000000001,70000,-107.38466875404393
126,10000,-101.99194682584394
126,30000,-109.70406799132867
126,50000,-105.94177795732122
126,70000,-107.40302102934885
127.00000000000001,10000,-101.98392536205267
127.00000000000001,30000,-109.65530153453315
127.00000000000001,50000,-105.8723927716146
127.00000000000001,70000,-107.4227618716145
128,10000,-101.97583945270483
128,30000,-109.60646618900363
128,50000,-105.80302804773015
128,70000,-107.44399084102315
129,10000,-101.96769906795143
129,30000,-109.55761194005625
129,50000,-105.73377459586455
129,70000,-107.46680529078705
130,10000,-101.95951421882157
130,30000,-109.50878896384475
130,50000,-105.6647250256037
130,70000,-107.49130066488749
131,10000,-101.9512949447985
131,30000,-109.46004756122255
131,50000,-105.5959732581099
131,70000,-107.51757083566334
132,10000,-101.94305130147264
132,30000,-109.41143808917676
132,50000,-105.52761404053983
132,70000,-107.54570844071239
133,10000,-101.93479334830188
133,30000,-109.363010890082
133,50000,-105.45974246901997
133,70000,-107.575805173443
134,10000,-101.92653113650348
134,30000,-109.31481621983016
134,50000,-105.39245352509296
134,70000,-107.60795198433671
135,10000,-101.9182746970765
135,30000,-109.26690417504162
135,50000,-105.32584163087995
135,70000,-107.64223915128967
136,10000,-101.91003402896571
136,30000,-109.21932462021152
136,50000,-105.26000022726437
136,70000,-107.67875618074376
137,10000,-101.90181908738867
137,30000,-109.17212711510868
137,50000,-105.19502137823112
137,70000,-107.7175915087783
138,10000,-101.89363977233944
138,30000,-109.12536084289252
138,50000,-105.13099540513579
138,70000,-107.75883197673467
139,10000,-101.88550591725078
139,30000,-109.07907453932847
139,50000,-105.06801055238552
139,70000,-107.80256206647658
140,10000,-101.8774272778728
140,30000,-109.03331642346991
140,50000,-105.00615268691683
140,70000,-107.84886288855981
141,10000,-101.86941352132271
141,30000,-108.9881341299874
141,50000,-104.94550503197198
141,70000,-107.89781092778954
142,10000,-101.86147421536093
142,30000,-108.94357464346004
142,50000,-104.88614793568206
142,70000,-107.9494765595393
143,10000,-101.8536188178674
143,30000,-108.89968423469783
143,50000,-104.82815867467602
143,70000,-108.00392236030197
144,10000,-101.84585666654051
144,30000,-108.85650839931911
144,50000,-104.77161129140477
144,70000,-108.06120124446963
145,10000,-101.83819696882719
145,30000,-108.81409179853918
145,50000,-104.71657646473724
145,70000,-108.12135446633421
146,10000,-101.83064879207792
146,30000,-108.77247820235995
146,50000,-104.66312141184794
146,70000,-108.18440953316943
147,10000,-101.82322105393783
147,30000,-108.73171043495958
147,50000,-104.61130981959437
147,70000,-108.25037807691893
148,10000,-101.81592251298898
148,30000,-108.69183032242388
148,50000,-104.56120180364906
148,70000,-108.31925373853403
149,10000,-101.80876175962388
149,30000,-108.65287864264708
149,50000,-104.51285389257784
149,70000,-108.39101011600988
150,10000,-101.80174720718115
150,30000,-108.61489507742213
150,50000,-104.46631903487807
150,70000,-108.4655988281746
151,10000,-101.79488708332374
151,30000,-108.57791816636549
151,50000,-104.42164662592178
151,70000,-108.54294774527757
152,10000,-101.78818942167783
152,30000,-108.54198526284911
152,50000,-104.37888255294526
152,70000,-108.62295943147522
153,10000,-101.78166205372546
153,30000,-108.5071324915595
153,50000,-104.3380692547725
153,70000,-108.7055098428093
154,10000,-101.77531260096467
154,30000,-108.47339470765162
154,50000,-104.29924579450687
154,70000,-108.79044731839019
155,10000,-101.76914846731603
155,30000,-108.44080545725862
155,50000,-104.26244794253137
155,70000,-108.87759189563045
156,10000,-101.76317683181642
156,30000,-108.40939693918337
156,50000,-104.22770826751504
156,70000,-108.96673497793233
157,10000,-101.75740464155311
157,30000,-108.37919996766304
157,50000,-104.19505623371494
157,70000,-109.05763937306796
158,10000,-101.75183860487898
158,30000,-108.35024393598701
158,50000,-104.1645183025463
158,70000,-109.15003971780637
159,10000,-101.74648518489356
159,30000,-108.32255678078396
159,50000,-104.1361180367425
159,70000,-109.24364329431046
160,10000,-101.74135059318608
160,30000,-108.29616494685
160,50000,-104.10987620596572
160,70000,-109.3381312410706
161,10000,-101.73644078385183
161,30000,-108.27109335242665
161,50000,-104.08581089223594
161,70000,-109.43316014980708
162,10000,-101.73176144777925
162,30000,-108.24736535462931
162,50000,-104.06393759470484
162,70000,-109.52836403742904
163,10000,-101.72731800720283
163,30000,-108.22500271509453
163,50000,-104.04426933228295
163,70000,-109.62335667111205
164,10000,-101.72311561052939
164,30000,-108.20402556567589
164,50000,-104.02681674416968
164,70000,-109.71773422031931
165,10000,-101.71915912744078
165,30000,-108.18445237407971
165,50000,-104.01158818723249
165,70000,-109.81107820151949
166,10000,-101.71545314425076
166,30000,-108.16629990937942
166,50000,-103.99858983014909
166,70000,-109.90295867504662
167,10000,-101.7120019595579
167,30000,-108.14958320756419
167,50000,-103.98782574385376
167,70000,-109.99293764824854
168,10000,-101.70880958015074
168,30000,-108.13431553683152
168,50000,-103.97929798828062
168,70000,-110.08057263185508
169,10000,-101.70587971719988
169,30000,-108.12050836290172
169,50000,-103.97300669503429
169,70000,-110.1654202966609
170,10000,-101.70321578271043
170,30000,-108.10817131426316
170,50000,-103.9689501458249
170,70000,-110.24704016926586
171,10000,-101.70082088626187
171,30000,-108.09731214759596
171,50000,-103.9671248468544
171,70000,-110.32499830978165
172,10000,-101.69869783201176
172,30000,-108.08793671336116
172,50000,-103.96752559842781
172,70000,-110.39887091286433
173,10000,-101.69684911597999
173,30000,-108.08004892175126
173,50000,-103.97014556007399
173,70000,-110.46824777490582
174,10000,-101.69527692361017
174,30000,-108.07365070934593
174,50000,-103.9749763105384
174,70000,-110.53273557722349
175,10000,-101.69398312760002
175,30000,-108.0687420064638
175,50000,-103.98200790263509
175,70000,-110.59196094115893
176,10000,-101.69296928601787
176,30000,-108.06532070573147
176,50000,-103.99122891215819
176,70000,-110.64557321672497
177,10000,-101.69223664069523
177,30000,-108.06338263207395
177,50000,-104.00262648088669
177,70000,-110.69324697771435
178,10000,-101.691786115893
178,30000,-108.06292151442003
178,50000,-104.0161863525689
178,70000,-110.73468420646003
179,10000,-101.69161831725629
179,30000,-108.06392895964481
179,50000,-104.03189290188914
179,70000,-110.76961615840787
180,10000,-101.6917335310469
180,30000,-108.06639442912223
180,50000,-104.04972915536989
180,70000,-110.7978049097138
181,10000,-101.69213172365639
181,30000,-108.07030521825186
181,50000,-104.06967680383687
181,70000,-110.81904459706828
182,10000,-101.69281254140975
182,30000,-108.07564643964234
182,50000,-104.09171620568522
182,70000,-110.83316236707748
183,10000,-101.6937753106454
183,30000,-108.08240101028807
183,50000,-104.11582638040073
183,70000,-110.84001905778594
184,10000,-101.6950190380949
184,30000,-108.09054964341323
184,50000,-104.14198499183982
184,70000,-110.83950963611414
185,10000,-101.69654241153596
185,30000,-108.1000708454678
185,50000,-104.17016832066673
185,70000,-110.83156341922093
186,10000,-101.69834380074363
186,30000,-108.11094091892967
186,50000,-104.20035122566833
186,70000,-110.81614410115486
187,10000,-101.70042125873809
187,30000,-108.12313397149914
187,50000,-104.23250709373318
187,70000,-110.79324960892208
188,10000,-101.70277252331155
188,30000,-108.13662193225005
188,50000,-104.26660777833337
188,70000,-110.76291180195268
189,10000,-101.70539501886005
189,30000,-108.15137457534249
189,50000,-104.30262352655396
189,70000,-110.72519602725072
190,10000,-101.7082858585097
190,30000,-108.16735955208719
190,50000,-104.34052289528427
190,70000,-110.68020053454586
191,10000,-101.71144184653521
191,30000,-108.18454243157824
191,50000,-104.38027265648266
191,70000,-110.62805575172123
192.00000000000003,10000,-101.71485948108509
192.00000000000003,30000,-108.20288675084055
192.00000000000003,50000,-104.42183769294543
192.00000000000003,70000,-110.56892341458386
193,10000,-101.71853495719809
193,30000,-108.222354074766
193,50000,-104.46518088522794
193,70000,-110.50299554377808
194,10000,-101.72246417013051
194,30000,-108.24290406642449
194,50000,-104.51026299085937
194,70000,-110.43049325737218
195,10000,-101.72664271898023
195,30000,-108.2644945681271
195,50000,-104.55704251801457
195,70000,-110.35166541155611
196,10000,-101.73106591061585
196,30000,-108.28708169362643
196,50000,-104.60547559476261
196,70000,-110.26678705912019
197,10000,-101.73572876391279
197,30000,-108.31061993176652
197,50000,-104.65551583670545
197,70000,-110.17615772243657
198,10000,-101.74062601429316
198,30000,-108.33506226159265
198,50000,-104.70711421491859
198,70000,-110.08009948155163
199,10000,-101.74575211857666
199,30000,-108.36036027927491
199,50000,-104.76021892745683
199,70000,-109.97895488192613
200,10000,-101.75110126012976
200,30000,-108.38646433654628
200,50000,-104.81477527692701
200,70000,-109.87308467412342
201.00000000000003,10000,-101.75666735433238
201.00000000000003,30000,-108.41332369061696
201.00000000000003,50000,-104.87072555772961
201.00000000000003,70000,-109.762865404349
202,10000,-101.76244405434545
202,30000,-108.4408866652592
202,50000,-104.92800895631947
202,70000,-109.64868687623861
203,10000,-101.76842475718854
203,30000,-108.4691008225926
203,50000,-104.98656146830564
203,70000,-109.5309495144426
204,10000,-101.7746026101252
204,30000,-108.49791314491279
204,50000,-105.04631583611476
204,70000,-109.41006166033799
205,10000,-101.78097051735199
205,30000,-108.52727022580987
205,50000,-105.1072015110305
205,70000,-109.2864368328209
206,10000,-101.78752114698824
206,30000,-108.55711846978298
206,50000,-105.1691446441202
206,70000,-109.16049099118118
207,10000,-101.7942469383812
207,30000,-108.5874042989833
207,50000,-105.23206810955662
207,70000,-109.03263983166502
208,10000,-101.80114010970792
208,30000,-108.6180743660631
208,50000,-105.29589156425459
208,70000,-108.90329615394778
209,10000,-101.80819266586177
209,30000,-108.64907577153306
209,50000,-105.36053154793493
209,70000,-108.77286732681841
210.00000000000003,10000,-101.81539640666261
210.00000000000003,30000,-108.68035628422967
210.00000000000003,50000,-105.42590162655401
210.00000000000003,70000,-108.64175288131433
211,10000,-101.82274293533607
211,30000,-108.71186456293981
211,50000,-105.49191258219543
211,70000,-108.51034225552608
212,10000,-101.83022366729782
212,30000,-108.74355037757574
212,50000,-105.55847265238762
212,70000,-108.37901271193036
213,10000,-101.83782983921401
213,30000,-108.77536482786164
213,50000,-105.62548782023191
213,70000,-108.24812744264135
214,10000,-101.84555251835133
214,30000,-108.80726055747672
214,50000,-105.69286215665193
214,70000,-108.11803387594213
215,10000,-101.85338261219235
215,30000,-108.83919196160485
215,50000,-105.76049821543324
215,70000,-107.9890621912419
216,10000,-101.861310878332
216,30000,-108.87111538584281
216,50000,-105.82829747988426
216,70000,-107.86152404868801
217,10000,-101.86932793462628
217,30000,-108.90298931427758
217,50000,-105.89616085996892
217,70000,-107.73571153474906
218,10000,-101.87742426960911
218,30000,-108.93477454468844
218,50000,-105.96398923700191
218,70000,-107.61189632221458
219.00000000000003,10000,-101.8855902531474
219.00000000000003,30000,-108.96643434894199
219.00000000000003,50000,-106.03168405164482
219.00000000000003,70000,-107.49032904317409
220,10000,-101.89381614734054
220,30000,-108.99793461652249
220,50000,-106.09914793069274
220,70000,-107.37123886819569
221,10000,-101.90209211765469
221,30000,-109.02924397964244
221,50000,-106.16628534564938
221,70000,-107.25483328678023
222,10000,-101.91040824426938
222,30000,-109.06033391805344
222,50000,-106.23300329609165
222,70000,-107.14129807995562
223,10000,-101.91875453365117
223,30000,-109.09117884247866
223,50000,-106.2992120090519
223,70000,-107.03079747893523
224,10000,-101.92712093030919
224,30000,-109.12175615511609
224,50000,-106.36482564460823
224,70000,-106.92347449792217
225,10000,-101.93549732875144
225,30000,-109.15204628652575
225,50000,-106.42976299802078
225,70000,-106.8194514339089
226,10000,-101.94387358561215
226,30000,-109.18203270801183
226,50000,-106.49394818653556
226,70000,-106.71883052192314
227,10000,-101.95223953194292
227,30000,-109.21170191917682
227,50000,-106.55731131027417
227,70000,-106.62169473559656
228.00000000000003,10000,-101.96058498565164
228.00000000000003,30000,-109.2410434104118
228.00000000000003,50000,-106.61978907509825
228.00000000000003,70000,-106.52810872158774
229,10000,-101.96889976407775
229,30000,-109.27004960045016
229,50000,-106.68132536646158
229,70000,-106.43811985662356
230,10000,-101.9771736966807
230,30000,-109.2987157493121
230,50000,-106.7418717632249
230,70000,-106.35175941295333
230.99999999999997,10000,-101.98539663783826
230.99999999999997,30000,-109.32703984739051
230.99999999999997,50000,-106.80138798109368
230.99999999999997,70000,-106.2690438202925
232.00000000000003,10000,-101.99355847972036
232.00000000000003,30000,-109.35502248146533
232.00000000000003,50000,-106.85984223645619
232.00000000000003,70000,-106.18997600796989
233,10000,-102.00164916524243
233,30000,-109.38266667872996
233,50000,-106.91721152296266
233,70000,-106.1145468120732
234,10000,-102.00965870105645
234,30000,-109.40997773018695
