% Model,TS_soft_sphere_PBM_fine_output.mph
% Version,COMSOL 6.4.0.429
% Date,"Sep 10 2026, 12:44"
% Dimension,1
% Nodes,320
% Expressions,1
% Description,Histogram
% Element size (mm),Element size
7.603878640019345,6.104449007082322E-7
8.4104067338483,3.6874222514955977E-6
9.216934827677253,2.5235994715108203E-5
10.023462921506209,7.542391032246978E-5
10.829991015335162,1.4740929488434292E-4
11.636519109164118,1.6434043894479977E-4
12.443047202993071,1.3106879152789114E-4
13.249575296822025,6.412117304471074E-5
14.05610339065098,1.253064987910167E-5
14.862631484883199,5.964636314865299E-6
7.603878640019345,6.104449007082322E-7
8.4104067338483,3.6874222514955977E-6
9.216934827677253,2.5235994715108203E-5
10.023462921506209,7.542391032246978E-5
10.829991015335162,1.4740929488434292E-4
11.636519109164118,1.6434043894479977E-4
12.443047202993071,1.3106879152789114E-4
13.249575296822025,6.412117304471074E-5
14.05610339065098,1.253064987910167E-5
14.862631484883199,5.964636314865299E-6
7.603878640019345,6.104449007082322E-7
8.4104067338483,3.6874222514955977E-6
9.216934827677253,2.5235994715108203E-5
10.023462921506209,7.542391032246978E-5
10.829991015335162,1.4740929488434292E-4
11.636519109164118,1.6434043894479977E-4
12.443047202993071,1.3106879152789114E-4
13.249575296822025,6.412117304471074E-5
14.05610339065098,1.253064987910167E-5
14.862631484883199,5.964636314865299E-6
7.603878640019345,6.104449007082322E-7
8.4104067338483,3.6874222514955977E-6
9.216934827677253,2.5235994715108203E-5
10.023462921506209,7.542391032246978E-5
10.829991015335162,1.4740929488434292E-4
11.636519109164118,1.6434043894479977E-4
12.443047202993071,1.3106879152789114E-4
13.249575296822025,6.412117304471074E-5
14.05610339065098,1.253064987910167E-5
14.862631484883199,5.964636314865299E-6
7.603878640019345,6.104449007082322E-7
8.4104067338483,3.6874222514955977E-6
9.216934827677253,2.5235994715108203E-5
10.023462921506209,7.542391032246978E-5
10.829991015335162,1.4740929488434292E-4
11.636519109164118,1.6434043894479977E-4
12.443047202993071,1.3106879152789114E-4
13.249575296822025,6.412117304471074E-5
14.05610339065098,1.253064987910167E-5
14.862631484883199,5.964636314865299E-6
7.603878640019345,6.104449007082322E-7
8.4104067338483,3.6874222514955977E-6
9.216934827677253,2.5235994715108203E-5
10.023462921506209,7.542391032246978E-5
