Frequency_Hz,TargetStrength_dB_re_1m
50,-129.551655287146
56.995699569957,-127.276822006945
63.991399139914,-125.265697954565
70.987098709871,-123.463448315627
77.982798279828,-121.830742519084
84.978497849785,-120.338409416448
91.974197419742,-118.964213979614
98.969896989699,-117.690818912538
105.965596559656,-116.504444085135
112.961296129613,-115.393955398288
119.95699569957,-114.350227898023
126.952695269527,-113.365689680923
133.948394839484,-112.433988300106
140.944094409441,-111.549742194754
147.939793979398,-110.708352395014
154.935493549355,-109.905857771573
161.931193119312,-109.138822278246
168.926892689269,-108.404246059872
175.922592259226,-107.699494609981
182.918291829183,-107.022241750831
189.91399139914,-106.370423320958
196.909690969097,-105.742199244381
203.905390539054,-105.135922224452
210.901090109011,-104.55011172094
217.896789678968,-103.983432175005
224.892489248925,-103.434674676362
231.888188818882,-102.902741439638
238.883888388839,-102.386632588546
245.879587958796,-101.885434848241
252.875287528753,-101.398311824297
259.87098709871,-100.924495608557
266.866686668667,-100.463279500262
273.862386238624,-100.014011669162
280.858085808581,-99.5760896181375
287.853785378538,-99.1489553271319
294.849484948495,-98.7320909802868
301.845184518452,-98.3250151941715
308.840884088409,-97.927279678229
315.836583658366,-97.5384662692602
322.832283228323,-97.1581842908937
329.82798279828,-96.7860681960937
336.823682368237,-96.4217754571638
343.819381938194,-96.0649846726116
350.815081508151,-95.7153938647729
357.810781078108,-95.3727189454925
364.806480648065,-95.03669233038
371.802180218022,-94.7070616847052
378.797879787979,-94.3835887862034
385.793579357936,-94.0660484919185
392.789278927893,-93.7542277979344
399.78497849785,-93.4479249820816
406.780678067807,-93.1469488210201
413.776377637764,-92.8511178740999
420.772077207721,-92.5602598272186
427.767776777678,-92.2742108908337
434.763476347635,-91.9928152467663
441.759175917592,-91.7159245391783
448.754875487549,-91.4433974055518
455.750575057506,-91.175099043921
462.746274627463,-90.9109008131035
469.74197419742,-90.6506798628996
476.737673767377,-90.3943187916377
483.733373337334,-90.1417053286767
490.729072907291,-89.8927320396757
497.724772477248,-89.6472960527577
504.720472047205,-89.4052988037624
511.716171617162,-89.166645799044
518.711871187119,-88.9312463943688
525.707570757076,-88.699013588634
532.703270327033,-88.4698638312097
539.69896989699,-88.2437168418567
546.694669466947,-88.0204954422414
553.690369036904,-87.8001253981593
560.686068606861,-87.5825352716738
567.681768176818,-87.3676562824038
574.677467746775,-87.1554221773314
581.673167316732,-86.945769108463
588.668866886689,-86.7386355178251
595.664566456646,-86.5339620292304
602.660266026603,-86.3316913463871
609.65596559656,-86.1317681568703
616.651665166517,-85.93413904158
623.647364736474,-85.7387523893048
630.643064306431,-85.5455583160492
637.638763876388,-85.3545085888169
644.634463446345,-85.1655565535443
651.630163016301,-84.9786570669285
658.625862586259,-84.7937664318939
665.621562156216,-84.6108423364725
672.617261726173,-84.4298437958679
679.61296129613,-84.2507310975321
686.608660866087,-84.0734657490427
693.604360436044,-83.8980104286271
700.600060006,-83.7243289381718
707.595759575958,-83.552386158557
714.591459145915,-83.3821480072012
721.587158715872,-83.2135813976634
728.582858285829,-83.0466542011995
735.578557855786,-82.8813352101527
742.574257425743,-82.7175941030813
749.569956995699,-82.5554014115157
756.565656565657,-82.394728488263
763.561356135614,-82.2355474771688
770.55705570557,-82.0778312842594
777.552755275528,-81.9215535501892
784.548454845485,-81.7666886239151
791.544154415441,-81.6132115375499
798.539853985399,-81.4610979823135
805.535553555356,-81.3103242855391
812.531253125313,-81.160867388666
819.52695269527,-81.0127048261856
826.522652265226,-80.8658147054739
833.518351835184,-80.7201756874779
840.51405140514,-80.5757669682078
847.509750975098,-80.4325682609994
854.505450545054,-80.2905597794979
861.501150115012,-80.1497222213456
868.496849684968,-80.0100367525208
875.492549254926,-79.8714849923115
882.488248824882,-79.734048998879
889.483948394839,-79.597711255402
896.479647964797,-79.4624546567516
903.475347534753,-79.3282624966975
910.471047104711,-79.195118455594
917.466746674667,-79.0630065885472
924.462446244625,-78.9319113140278
931.458145814581,-78.8018174029135
938.453845384538,-78.6727099679409
945.449544954495,-78.5445744535495
952.445244524452,-78.4173966261009
959.44094409441,-78.2911625644551
966.436643664366,-78.1658586508892
973.432343234323,-78.0414715623428
980.42804280428,-77.9179882619786
987.423742374237,-77.7953959910412
994.419441944195,-77.6736822610063
1001.41514151415,-77.5528348459991
1008.41084108411,-77.4328417754848
1015.40654065407,-77.3136913272041
1022.40224022402,-77.1953720203575
1029.39793979398,-77.0778726090155
1036.39363936394,-76.9611820757592
1043.38933893389,-76.8452896255286
1050.38503850385,-76.7301846796804
1057.38073807381,-76.6158568702402
1064.37643764376,-76.5022960343474
1071.37213721372,-76.38949220888
1078.36783678368,-76.2774356252515
1085.36353635364,-76.1661167043851
1092.35923592359,-76.0555260518376
1099.35493549355,-75.9456544530877
1106.35063506351,-75.8364928689709
1113.34633463346,-75.7280324312571
1120.34203420342,-75.6202644383681
1127.33773377338,-75.5131803512281
1134.33343334333,-75.4067717892436
1141.32913291329,-75.3010305264033
1148.32483248325,-75.1959484875022
1155.32053205321,-75.0915177444767
1162.31623162316,-74.9877305128511
1169.31193119312,-74.8845791482929
1176.30763076308,-74.782056143266
1183.30333033303,-74.6801541237892
1190.29902990299,-74.5788658462855
1197.29472947295,-74.4781841945252
1204.2904290429,-74.3781021766605
1211.28612861286,-74.2786129223401
1218.28182818282,-74.179709679914
1225.27752775278,-74.0813858137129
1232.27322732273,-73.9836348014071
1239.26892689269,-73.8864502314417
1246.26462646265,-73.7898258005395
1253.2603260326,-73.6937553112796
1260.25602560256,-73.5982326697383
1267.25172517252,-73.5032518831988
1274.24742474247,-73.4088070579211
1281.24312431243,-73.3148923969764
1288.23882388239,-73.2215021981372
1295.23452345235,-73.128630851825
1302.2302230223,-73.0362728391167
1309.22592259226,-72.9444227297993
1316.22162216222,-72.8530751804799
1323.21732173217,-72.7622249327452
1330.21302130213,-72.6718668113687
1337.20872087209,-72.5819957225655
1344.20442044204,-72.492606652292
1351.200120012,-72.4036946645919
1358.19581958196,-72.3152548999807
1365.19151915192,-72.2272825738766
1372.18721872187,-72.1397729750678
1379.18291829183,-72.0527214642211
1386.17861786179,-71.9661234724258
1393.17431743174,-71.8799744997776
1400.1700170017,-71.7942701139938
1407.16571657166,-71.7090059490679
1414.16141614161,-71.6241777039529
1421.15711571157,-71.5397811412796
1428.15281528153,-71.4558120861069
1435.14851485149,-71.3722664247003
1442.14421442144,-71.2891401033422
1449.1399139914,-71.20642912717
1456.13561356136,-71.1241295590422
1463.13131313131,-71.0422375184328
1470.12701270127,-70.9607491803496
1477.12271227123,-70.8796607742809
1484.11841184118,-70.7989685831661
1491.11411141114,-70.7186689423892
1498.1098109811,-70.6387582387973
1505.10551055106,-70.5592329097428
1512.10121012101,-70.480089442145
1519.09690969097,-70.4013243715757
1526.09260926093,-70.3229342813658
1533.08830883088,-70.2449158017301
1540.08400840084,-70.1672656089151
1547.0797079708,-70.0899804243634
1554.07540754075,-70.013057013899
1561.07110711071,-69.9364921869291
1568.06680668067,-69.860282795666
1575.06250625063,-69.7844257343632
1582.05820582058,-69.7089179385719
1589.05390539054,-69.6337563844109
1596.0496049605,-69.5589380878553
1603.04530453045,-69.4844601040375
1610.04100410041,-69.4103195265667
1617.03670367037,-69.336513486861
1624.03240324032,-69.2630391534948
1631.02810281028,-69.1898937315598
1638.02380238024,-69.11707446204
1645.0195019502,-69.0445786212001
1652.01520152015,-68.9724035199867
1659.01090109011,-68.9005465034417
1666.00660066007,-68.8290049501289
1673.00230023002,-68.7577762715719
1679.99799979998,-68.6868579117045
1686.99369936994,-68.6162473463315
1693.98939893989,-68.5459420826016
1700.98509850985,-68.4759396584906
1707.98079807981,-68.4062376422951
1714.97649764977,-68.3368336321375
1721.97219721972,-68.26772525548
1728.96789678968,-68.1989101686486
1735.96359635964,-68.1303860563673
1742.95929592959,-68.0621506313012
1749.95499549955,-67.9942016336092
1756.95069506951,-67.9265368305046
1763.94639463946,-67.8591540158258
1770.94209420942,-67.7920510096148
1777.93779377938,-67.7252256577034
1784.93349334933,-67.6586758313088
1791.92919291929,-67.5923994266363
1798.92489248925,-67.5263943644899
1805.92059205921,-67.4606585898904
1812.91629162916,-67.3951900717008
1819.91199119912,-67.3299868022597
1826.90769076908,-67.2650467970206
1833.90339033903,-67.2003680941982
1840.89908990899,-67.1359487544232
1847.89478947895,-67.0717868604006
1854.89048904891,-67.0078805165771
1861.88618861886,-66.944227848814
1868.88188818882,-66.8808270040652
1875.87758775878,-66.8176761500628
1882.87328732873,-66.7547734750074
1889.86898689869,-66.6921171872645
1896.86468646865,-66.6297055150669
1903.8603860386,-66.5675367062219
1910.85608560856,-66.5056090278243
1917.85178517852,-66.4439207659746
1924.84748474847,-66.3824702255023
1931.84318431843,-66.3212557296938
1938.83888388839,-66.2602756200263
1945.83458345835,-66.1995282559053
1952.8302830283,-66.1390120144073
1959.82598259826,-66.0787252900276
1966.82168216822,-66.0186664944313
1973.81738173817,-65.9588340562104
1980.81308130813,-65.8992264206438
1987.80878087809,-65.8398420494622
1994.80448044805,-65.7806794206168
2001.800180018,-65.7217370280526
2008.79587958796,-65.6630133814851
2015.79157915792,-65.6045070061811
2022.78727872787,-65.5462164427431
2029.78297829783,-65.4881402468978
2036.77867786779,-65.4302769892881
2043.77437743774,-65.3726252552683
2050.7700770077,-65.3151836447035
2057.76577657766,-65.2579507717713
2064.76147614761,-65.2009252647689
2071.75717571757,-65.1441057659204
2078.75287528753,-65.0874909311907
2085.74857485749,-65.0310794300999
2092.74427442744,-64.9748699455422
2099.7399739974,-64.9188611736074
2106.73567356736,-64.8630518234054
2113.73137313731,-64.8074406168937
2120.72707270727,-64.7520262887076
2127.72277227723,-64.6968075859934
2134.71847184718,-64.6417832682438
2141.71417141714,-64.5869521071371
2148.7098709871,-64.5323128863775
2155.70557055706,-64.4778644015398
2162.70127012701,-64.4236054599146
2169.69696969697,-64.3695348803579
2176.69266926693,-64.3156514931418
2183.68836883688,-64.261954139808
2190.68406840684,-64.208441673024
2197.6797679768,-64.1551129564412
2204.67546754675,-64.1019668645552
2211.67116711671,-64.0490022825688
2218.66686668667,-63.9962181062561
2225.66256625663,-63.9436132418304
2232.65826582658,-63.8911866058127
2239.65396539654,-63.8389371249028
2246.6496649665,-63.7868637358524
2253.64536453645,-63.7349653853406
2260.64106410641,-63.6832410298502
2267.63676367637,-63.6316896355474
2274.63246324632,-63.5803101781618
2281.62816281628,-63.5291016428696
2288.62386238624,-63.4780630241779
2295.6195619562,-63.4271933258103
2302.61526152615,-63.3764915605959
2309.61096109611,-63.3259567503578
2316.60666066607,-63.2755879258051
2323.60236023602,-63.2253841264255
2330.59805980598,-63.17534440038
2337.59375937594,-63.1254678043987
2344.58945894589,-63.0757534036788
2351.58515851585,-63.0262002717836
2358.58085808581,-62.9768074905431
2365.57655765577,-62.9275741499566
2372.57225722572,-62.8784993480957
2379.56795679568,-62.8295821910097
2386.56365636564,-62.7808217926318
2393.55935593559,-62.732217274687
2400.55505550555,-62.6837677666015
2407.55075507551,-62.6354724054124
2414.54645464546,-62.5873303356803
2421.54215421542,-62.5393407094016
2428.53785378538,-62.4915026859235
2435.53355335534,-62.4438154318587
2442.52925292529,-62.396278121003
2449.52495249525,-62.3488899342525
2456.52065206521,-62.3016500595231
2463.51635163516,-62.2545576916704
2470.51205120512,-62.2076120324115
2477.50775077508,-62.1608122902473
2484.50345034503,-62.1141576803859
2491.49914991499,-62.0676474246674
2498.49484948495,-62.0212807514895
2505.49054905491,-61.9750568957348
2512.48624862486,-61.9289750986974
2519.48194819482,-61.8830346080131
2526.47764776478,-61.837234677588
2533.47334733473,-61.7915745675299
2540.46904690469,-61.7460535440795
2547.46474647465,-61.7006708795437
2554.4604460446,-61.6554258522284
2561.45614561456,-61.6103177463735
2568.45184518452,-61.565345852088
2575.44754475448,-61.5205094652864
2582.44324432443,-61.4758078876256
2589.43894389439,-61.4312404264428
2596.43464346435,-61.3868063946948
2603.4303430343,-61.3425051108971
2610.42604260426,-61.2983358990642
2617.42174217422,-61.2542980886516
2624.41744174417,-61.210391014497
2631.41314131413,-61.1666140167634
2638.40884088409,-61.1229664408826
2645.40454045405,-61.0794476374996
2652.400240024,-61.0360569624175
2659.39593959396,-60.9927937765432
2666.39163916392,-60.949657445834
2673.38733873387,-60.9066473412447
2680.38303830383,-60.8637628386753
2687.37873787379,-60.82100331892
2694.37443744374,-60.7783681676158
2701.3701370137,-60.7358567751927
2708.36583658366,-60.6934685368241
2715.36153615362,-60.6512028523781
2722.35723572357,-60.6090591263692
2729.35293529353,-60.5670367679107
2736.34863486349,-60.5251351906672
2743.34433443344,-60.4833538128094
2750.3400340034,-60.4416920569671
2757.33573357336,-60.4001493501846
2764.33143314331,-60.3587251238758
2771.32713271327,-60.3174188137805
2778.32283228323,-60.2762298599202
2785.31853185319,-60.235157706556
2792.31423142314,-60.1942018021452
2799.3099309931,-60.1533615993
2806.30563056306,-60.1126365547464
2813.30133013301,-60.0720261292823
2820.29702970297,-60.0315297877381
2827.29272927293,-59.9911469989364
2834.28842884288,-59.9508772356528
2841.28412841284,-59.9107199745769
2848.2798279828,-59.8706746962738
2855.27552755276,-59.8307408851466
2862.27122712271,-59.7909180293984
2869.26692669267,-59.7512056209955
2876.26262626263,-59.711603155631
2883.25832583258,-59.6721101326884
2890.25402540254,-59.6327260552064
2897.2497249725,-59.5934504298428
2904.24542454245,-59.5542827668408
2911.24112411241,-59.5152225799933
2918.23682368237,-59.4762693866103
2925.23252325233,-59.4374227074842
2932.22822282228,-59.3986820668572
2939.22392239224,-59.3600469923885
2946.2196219622,-59.3215170151214
2953.21532153215,-59.283091669452
2960.21102110211,-59.2447704930971
2967.20672067207,-59.2065530270631
2974.20242024202,-59.1684388156152
2981.19811981198,-59.1304274062465
2988.19381938194,-59.0925183496483
2995.1895189519,-59.05471119968
3002.18521852185,-59.0170055133399
3009.18091809181,-58.9794008507357
3016.17661766177,-58.9418967750558
3023.17231723172,-58.9044928525412
3030.16801680168,-58.8671886524571
3037.16371637164,-58.829983747065
3044.15941594159,-58.7928777115956
3051.15511551155,-58.7558701242211
3058.15081508151,-58.7189605660288
3065.14651465147,-58.6821486209945
3072.14221422142,-58.6454338759561
3079.13791379138,-58.6088159205876
3086.13361336134,-58.5722943473738
3093.12931293129,-58.5358687515845
3100.12501250125,-58.49953873125
3107.12071207121,-58.4633038871355
3114.11641164116,-58.4271638227175
3121.11211121112,-58.3911181441588
3128.10781078108,-58.3551664602851
3135.10351035104,-58.3193083825609
3142.09920992099,-58.2835435250665
3149.09490949095,-58.2478715044743
3156.09060906091,-58.2122919400264
3163.08630863086,-58.1768044535115
3170.08200820082,-58.141408669243
3177.07770777078,-58.1061042140362
3184.07340734073,-58.070890717187
3191.06910691069,-58.03576781045
3198.06480648065,-58.0007351280168
3205.0605060506,-57.9657923064952
3212.05620562056,-57.9309389848881
3219.05190519052,-57.8961748045725
3226.04760476048,-57.8614994092794
3233.04330433043,-57.8269124450733
