% Model,soft_sphere.mph
% Version,COMSOL 6.2.0.339
% Date,"Sep 2 2026, 17:55"
% Dimension,1
% Nodes,40
% Expressions,1
% Description,Histogram
% Element size (mm),Element size
9.978747936995678,0.17251553643543213
10.487783115287279,0.675543062834348
10.996818293578883,0.8368586865826901
11.505853471870484,2.2304307913299635
12.014888650162087,2.7875095393466003
12.52392382845369,3.6847837894179998
13.032959006745292,5.839600608784871
13.541994185036895,6.9319315967661455
14.051029363328496,11.09499125715659
14.5600645416201,14.053461432127316
15.069099719911701,29.643863128529105
15.578134898203306,21.141233695746948
16.087170076494907,13.339259470973785
16.59620525478651,22.29420739751563
17.105240433078112,27.21487057971675
17.614275611369713,28.50160046571199
18.123310789661318,12.19623931223439
18.632345967952922,33.15002298351385
19.141381146244523,21.853759512239602
19.650416324536124,20.77144481750151
20.15945150282773,17.422945208495573
20.66848668111933,21.137879019923954
21.17752185941093,25.495146876942105
21.686557037702535,29.688025798724752
22.19559221599414,20.688770617680458
22.70462739428574,18.11649596249587
23.21366257257734,20.38076541023503
23.722697750868946,19.152068588771993
24.23173292916055,27.353480065676326
24.740768107452148,21.431666119846955
25.249803285743752,24.901923919227176
25.758838464035357,18.73189103058095
26.267873642326958,28.509681074386354
26.776908820618562,19.069547365679966
27.285943998910163,30.221930752460484
27.794979177201764,16.50480217644281
28.30401435549337,12.70903359372702
28.81304953378497,3.7852207311404404
29.322084712076574,11.296924653365995
29.831119891386248,26.217792741553232
