% Model,Rockfish_SF_monostatic.mph
% Version,COMSOL 6.2.0.339
% Date,"Sep 8 2026, 14:56"
% Table,Table 10 - Global Evaluation 1
% theta (degree),freq (Hz),Target Strength
234,50000,-88.9509032688822
234,70000,-71.92587726778763
235,10000,-100.69055634722073
235,30000,-94.51842953373543
235,50000,-89.61157277009654
235,70000,-74.95980101066398
236.00000000000003,10000,-100.76973077910233
236.00000000000003,30000,-94.91577314787651
236.00000000000003,50000,-88.14448319304935
236.00000000000003,70000,-82.12559189846661
237.00000000000003,10000,-100.84938700915836
237.00000000000003,30000,-95.26170528637371
237.00000000000003,50000,-82.91315139956211
237.00000000000003,70000,-91.30422435173402
238,10000,-100.92943208226428
238,30000,-95.48281285743411
238,50000,-80.6431259785675
238,70000,-79.89282432859044
239,10000,-101.00978482495931
239,30000,-95.56161492452311
239,50000,-81.63346527772467
239,70000,-77.57526706651704
239.99999999999997,10000,-101.09037506114936
239.99999999999997,30000,-95.51706600145152
239.99999999999997,50000,-86.55841170205105
239.99999999999997,70000,-77.6997121934682
241.00000000000003,10000,-101.1711425314578
241.00000000000003,30000,-95.36642987062771
241.00000000000003,50000,-102.15064043777815
241.00000000000003,70000,-79.29659252187284
242,10000,-101.25203552544278
242,30000,-95.12515404022042
242,50000,-95.83104941477556
242,70000,-78.9061833443441
243,10000,-101.33300924666388
243,30000,-94.84364715045248
243,50000,-92.9460030659233
243,70000,-77.7221929862242
244,10000,-101.41402394128237
244,30000,-94.62469759963783
244,50000,-90.2228741601881
244,70000,-78.67537362472521
245.00000000000003,10000,-101.49504283247451
245.00000000000003,30000,-94.59308678758971
245.00000000000003,50000,-87.93777623910118
245.00000000000003,70000,-78.44318722036718
246.00000000000003,10000,-101.57602991338527
246.00000000000003,30000,-94.84657911323355
246.00000000000003,50000,-87.90887710733244
246.00000000000003,70000,-78.98335697138799
247,10000,-101.65694765962412
247,30000,-95.41311491548144
247,50000,-89.0258792910127
247,70000,-84.30541769252032
248,10000,-101.7377547291077
248,30000,-96.20486547866548
248,50000,-89.71207280956621
248,70000,-80.03393906685325
248.99999999999997,10000,-101.81840371945795
248.99999999999997,30000,-96.97892576118606
248.99999999999997,50000,-89.58229207996702
248.99999999999997,70000,-77.00772101457324
250.00000000000003,10000,-101.89883905337581
250.00000000000003,30000,-97.42255770160904
250.00000000000003,50000,-88.21303518707124
250.00000000000003,70000,-75.64988350380911
251,10000,-101.97899505867869
251,30000,-97.4368496447363
251,50000,-87.31464318622643
251,70000,-74.50191504631438
252,10000,-102.0587943028538
252,30000,-97.23666162592592
252,50000,-88.83190088800225
252,70000,-74.92149888686737
253,10000,-102.13814623315274
253,30000,-97.07588646519547
253,50000,-92.43018089472726
253,70000,-75.4084092768263
254.00000000000003,10000,-102.21694616166153
254.00000000000003,30000,-97.05112016759298
254.00000000000003,50000,-90.69861588048289
254.00000000000003,70000,-75.28726565268155
255.00000000000003,10000,-102.2950746228412
255.00000000000003,30000,-97.13369913650394
255.00000000000003,50000,-88.46525980408047
255.00000000000003,70000,-74.73878156257871
256,10000,-102.37239711828154
256,30000,-97.28463004213347
256,50000,-89.10671165812035
256,70000,-74.29616808280521
257,10000,-102.44876425129243
257,30000,-97.53540222083105
257,50000,-89.23845672927463
257,70000,-76.20630074765728
258,10000,-102.52401224285849
258,30000,-97.96294047835022
258,50000,-86.53476942543215
258,70000,-81.25743037309023
259,10000,-102.59796381108849
259,30000,-98.57661600325649
259,50000,-85.10606632880224
259,70000,-78.27536220888375
260,10000,-102.6704293888153
260,30000,-99.19495487161316
260,50000,-85.92527056264052
260,70000,-77.26613286545495
261,10000,-102.74120864858017
261,30000,-99.46739150022994
261,50000,-88.45507355934754
261,70000,-83.06293814179816
262,10000,-102.81009230081861
262,30000,-99.24017017368911
262,50000,-91.03078478881801
262,70000,-82.39376450163661
263,10000,-102.87686412941713
263,30000,-98.82037184167041
263,50000,-93.84951435844846
263,70000,-74.1970739695486
264,10000,-102.94130322839126
264,30000,-98.64362175577116
264,50000,-102.07232208558864
264,70000,-70.64508879375109
265,10000,-103.00318640408817
265,30000,-98.97300904668464
265,50000,-94.68513538691727
265,70000,-70.58817539876382
266,10000,-103.06229070753432
266,30000,-99.88293239680598
266,50000,-88.83948176780964
266,70000,-73.79227809235437
267,10000,-103.11839606236808
267,30000,-101.24342147198757
267,50000,-87.02645605993412
267,70000,-78.52557977833365
268,10000,-103.17128795304941
268,30000,-102.56950460924843
268,50000,-87.45918779115485
268,70000,-79.64181966419619
269,10000,-103.22076013679552
269,30000,-103.07730155030983
269,50000,-89.14442825724532
269,70000,-76.1064317253893
270,10000,-103.26661733983707
270,30000,-102.56110284143799
270,50000,-90.67166028511267
270,70000,-73.82970622063871
271,10000,-103.30867789564756
271,30000,-101.59709694597922
271,50000,-91.31072396635248
271,70000,-74.16079877758258
272,10000,-103.34677627764121
272,30000,-100.6391150662512
272,50000,-92.96581557926153
272,70000,-76.19517340915692
273,10000,-103.38076547582742
273,30000,-99.85384552317367
273,50000,-100.29169660406646
273,70000,-80.38308696720932
274,10000,-103.41051916256319
274,30000,-99.34101839011885
274,50000,-99.70720714641159
274,70000,-89.06509560921859
275,10000,-103.43593359099364
275,30000,-99.21494469839163
275,50000,-90.53923433838057
275,70000,-80.7309995993193
276,10000,-103.45692917014244
276,30000,-99.58588423332966
276,50000,-87.89947544674631
276,70000,-77.81621681251929
277,10000,-103.47345166348444
277,30000,-100.53063689829989
277,50000,-88.26063068052892
277,70000,-77.72298974638636
278,10000,-103.48547296499214
278,30000,-102.05965654090804
278,50000,-90.55932680689743
278,70000,-77.85179611470784
279,10000,-103.49299141619247
279,30000,-104.02376891630466
279,50000,-92.22988904705872
279,70000,-81.72484828648642
280,10000,-103.49603164147693
280,30000,-105.85266575227371
280,50000,-90.70682226456513
280,70000,-81.70702873431017
281,10000,-103.49464389484426
281,30000,-106.34851621947334
281,50000,-88.5154626460468
281,70000,-78.70193287922861
282,10000,-103.4889029289679
282,30000,-104.89038353369529
282,50000,-87.22205156065147
282,70000,-85.3197585363715
283,10000,-103.47890641643694
283,30000,-102.43211136169657
283,50000,-87.38582692124766
283,70000,-76.32626005244289
284,10000,-103.4647729706545
284,30000,-99.95687332155158
284,50000,-89.75135323535993
284,70000,-70.86022855394076
285,10000,-103.44663983037688
285,30000,-97.88323273903517
285,50000,-97.19766430800355
285,70000,-71.25920301772061
286,10000,-103.42466028473109
286,30000,-96.33384469170386
286,50000,-96.42599013066338
286,70000,-79.23547531511174
287,10000,-103.39900092523814
287,30000,-95.31079066877467
287,50000,-87.61505226822362
287,70000,-80.98602754522105
288,10000,-103.36983881531283
288,30000,-94.75724599747537
288,50000,-84.0213740278399
288,70000,-78.89514061346384
289,10000,-103.33735866832248
289,30000,-94.5690407318048
289,50000,-82.80408531321855
289,70000,-79.7615461757057
290,10000,-103.30175011968797
290,30000,-94.59074026454402
290,50000,-83.2016250364547
290,70000,-75.4523478388352
291,10000,-103.26320517008509
291,30000,-94.63365873069318
291,50000,-84.59820470212438
291,70000,-78.88237150862183
292,10000,-103.22191586393336
292,30000,-94.55024767077154
292,50000,-86.0694002721756
292,70000,-74.29832450291963
293,10000,-103.17807225350826
293,30000,-94.32251459181474
293,50000,-86.56554035086744
293,70000,-71.4166443441427
294,10000,-103.13186068280547
294,30000,-94.05490806787017
294,50000,-85.79510041810141
294,70000,-74.36823801295876
295,10000,-103.08346241040879
295,30000,-93.87941965776511
295,50000,-84.75108715736106
295,70000,-78.74022151218168
296,10000,-103.03305257625105
296,30000,-93.88363017515124
296,50000,-84.38390719244313
296,70000,-82.53057982994926
297,10000,-102.98079950528681
297,30000,-94.09605354151986
297,50000,-84.92085076531626
297,70000,-78.82306600088106
298,10000,-102.9268643314631
298,30000,-94.49661389839895
298,50000,-86.51510251754135
298,70000,-73.12578002947832
299,10000,-102.87140091952764
299,30000,-95.02846693782357
299,50000,-89.28554078334976
299,70000,-73.04897640042843
300,10000,-102.81455605797561
300,30000,-95.60765436506743
300,50000,-88.28079114120189
300,70000,-74.96127735351206
301,10000,-102.75646989542238
301,30000,-96.136407361701
301,50000,-83.7055691994437
301,70000,-77.24223732155752
302,10000,-102.69727659321643
302,30000,-96.52664850694954
302,50000,-81.00258771432055
302,70000,-86.80861773416821
303,10000,-102.63710516796415
303,30000,-96.73067258579182
303,50000,-80.15962568810724
303,70000,-78.42873502353191
304,10000,-102.57608049907283
304,30000,-96.7597541831685
304,50000,-80.52698525681855
304,70000,-74.58026992497038
305,10000,-102.51432447628409
305,30000,-96.67240338722202
305,50000,-81.1638359308512
305,70000,-74.82767630304987
306,10000,-102.45195726073919
306,30000,-96.54106581507959
306,50000,-81.18000085847156
306,70000,-74.32394413051
307,10000,-102.38909862958351
307,30000,-96.42305195841858
307,50000,-80.98598007674642
307,70000,-73.8079961206309
308,10000,-102.32586936832625
308,30000,-96.34912015061802
308,50000,-81.80383812969801
308,70000,-76.06646015849576
309,10000,-102.26239266741419
309,30000,-96.32650952489327
309,50000,-84.71964615781984
309,70000,-77.30809329034021
310,10000,-102.19879547107668
310,30000,-96.34932825067852
310,50000,-90.95066023898171
310,70000,-73.13765855977859
311,10000,-102.13520971651312
311,30000,-96.41220673929091
311,50000,-95.34455037668741
311,70000,-71.22574845306205
312,10000,-102.07177339388893
312,30000,-96.52464385057687
312,50000,-94.04803774985128
312,70000,-72.06039458784139
313,10000,-102.00863135015028
313,30000,-96.72178396252892
313,50000,-98.56502502793582
313,70000,-75.0688518908009
314,10000,-101.94593575648021
314,30000,-97.06686541989882
314,50000,-93.82616975872256
314,70000,-79.21773294431486
315,10000,-101.8838461591531
315,30000,-97.64525433357471
315,50000,-88.33520350213114
315,70000,-87.50508985645592
316,10000,-101.82252903797654
316,30000,-98.55582494976088
316,50000,-86.14506010488643
316,70000,-81.16234230580255
317,10000,-101.76215680550989
317,30000,-99.90510510933294
317,50000,-85.50355001252605
317,70000,-73.86822336309339
318,10000,-101.7029061937182
318,30000,-101.79936020284688
318,50000,-86.10308570426078
318,70000,-71.40887904568328
319,10000,-101.64495599200873
319,30000,-104.29136776327096
319,50000,-88.6490334909794
319,70000,-70.96415930707883
320,10000,-101.58848412094423
320,30000,-107.07671512907503
320,50000,-94.83210185887886
320,70000,-71.40640659668354
321,10000,-101.53366404911199
321,30000,-108.70156889834564
321,50000,-100.45468245545186
321,70000,-72.63379939778483
322,10000,-101.4806605846225
322,30000,-107.98614717538538
322,50000,-92.05196212013678
322,70000,-74.71785040510646
323,10000,-101.42962509881441
323,30000,-106.49349857986084
323,50000,-87.83203186348535
323,70000,-78.15548768572832
324,10000,-101.38069026564791
324,30000,-105.3607471932146
324,50000,-86.0482548587437
324,70000,-85.82744200620252
325,10000,-101.33396442753472
325,30000,-104.73884183233623
325,50000,-86.78360460479409
325,70000,-84.63707693949031
326,10000,-101.28952572642739
326,30000,-104.53107116480773
326,50000,-91.28506613622844
326,70000,-76.01016929582494
327,10000,-101.24741616870725
327,30000,-104.58908890673713
327,50000,-104.60200196042365
327,70000,-72.65729059915397
328,10000,-101.20763582377249
328,30000,-104.71599194897371
328,50000,-93.09416500832349
328,70000,-72.06640089926611
329,10000,-101.17013738999367
329,30000,-104.67348397005013
329,50000,-89.92756994896772
329,70000,-73.39409742647507
330,10000,-101.13482139634488
330,30000,-104.28441722010444
330,50000,-90.58841588203977
330,70000,-76.37093219953414
331,10000,-101.10153234319927
331,30000,-103.54827022084055
331,50000,-94.25944334018389
331,70000,-77.53994463022354
332,10000,-101.0700561174474
332,30000,-102.58514961475107
332,50000,-100.31621687875493
332,70000,-74.7179141581067
333,10000,-101.04011904188434
333,30000,-101.49874717797793
333,50000,-95.07889684977067
333,70000,-74.56471143225137
334,10000,-101.01138893017314
334,30000,-100.35034462309936
334,50000,-91.9319400697579
334,70000,-77.31572109003912
335,10000,-100.98347850872065
335,30000,-99.21301032056185
335,50000,-93.67711099848044
335,70000,-78.8524774884783
336,10000,-100.95595152793565
336,30000,-98.19475613068
336,50000,-98.83779097413047
336,70000,-75.27416239420732
337,10000,-100.92833180825028
337,30000,-97.4107011891475
337,50000,-90.48717474177066
337,70000,-72.3452378477596
338,10000,-100.90011534470659
338,30000,-96.95104124473309
338,50000,-86.5243052125453
338,70000,-72.94089136675537
339,10000,-100.87078542496295
339,30000,-96.87018767041289
339,50000,-86.2884694899114
339,70000,-77.82362879535027
340,10000,-100.83983050193639
340,30000,-97.1882838120301
340,50000,-88.10397076853496
340,70000,-79.48220432483757
341,10000,-100.80676431564113
341,30000,-97.8896615826877
341,50000,-86.22193102272064
341,70000,-76.56498359596395
342,10000,-100.7711474987517
342,30000,-98.90615067288627
342,50000,-82.62171226905701
342,70000,-75.29393492523562
343,10000,-100.73260965691742
343,30000,-100.07554856460811
343,50000,-81.13396777458857
343,70000,-74.44619853651406
344,10000,-100.69087072135646
344,30000,-101.08840153138006
344,50000,-81.81949226972475
344,70000,-76.09129311075903
345,10000,-100.64576026469594
345,30000,-101.52955905049708
345,50000,-84.37341786235967
345,70000,-81.71827176129176
346,10000,-100.59723347990465
346,30000,-101.14770576809322
346,50000,-87.46617977514794
346,70000,-85.81869703474437
347,10000,-100.54538266255256
347,30000,-100.07175896719475
347,50000,-88.63689300158373
347,70000,-90.39562914043557
348,10000,-100.49044330661272
348,30000,-98.62612190050264
348,50000,-88.26598880789355
348,70000,-84.12852623394801
349,10000,-100.4327942980113
349,30000,-97.09076761291925
349,50000,-85.87442376219146
349,70000,-76.69645168788239
350,10000,-100.37295212722398
350,30000,-95.64819691171103
350,50000,-82.84555808863158
350,70000,-74.49343560454952
351,10000,-100.3115594870212
351,30000,-94.40497559380444
351,50000,-81.00884186209012
351,70000,-76.25260661436025
352,10000,-100.2493690190224
352,30000,-93.41333082078347
352,50000,-80.53808950024131
352,70000,-84.86575279743178
353,10000,-100.18722327683504
353,30000,-92.68427851025851
353,50000,-81.09269628791851
353,70000,-85.50947819426187
354,10000,-100.12603215297304
354,30000,-92.19479805803186
354,50000,-82.11265337435384
354,70000,-84.14732243079713
355,10000,-100.06674906536185
355,30000,-91.89302396407008
355,50000,-82.94756619611788
355,70000,-85.10616370321091
356,10000,-100.01034712537988
356,30000,-91.7079327755865
356,50000,-83.34573449205374
356,70000,-78.05295789466845
357,10000,-99.95779634211532
357,30000,-91.56930653385933
357,50000,-83.64156284754579
357,70000,-77.24752256110236
358,10000,-99.9100426893614
358,30000,-91.43369355255157
358,50000,-84.22363399041913
358,70000,-75.89471005638892
359,10000,-99.86798960977934
359,30000,-91.2985713917383
359,50000,-85.22092896661596
359,70000,-70.88641547037098
360,10000,-99.83248228493188
360,30000,-91.19170229411057
360,50000,-86.60975364525859
360,70000,-68.07403488211023
