% Model,Rockfish_SF_monostatic.mph
% Version,COMSOL 6.2.0.339
% Date,"Sep 8 2026, 14:56"
% Table,Table 10 - Global Evaluation 1
% theta (degree),freq (Hz),Target Strength
29.000000000000004,70000,-74.5704679847291
29.999999999999996,10000,-102.61781412261084
29.999999999999996,30000,-104.08234220502742
29.999999999999996,50000,-92.5163858714981
29.999999999999996,70000,-73.9461715857444
31,10000,-102.78284251754474
31,30000,-102.67070138408445
31,50000,-98.412422948916
31,70000,-76.83626979713112
32,10000,-102.94731447002567
32,30000,-101.45152193816978
32,50000,-101.82867765012332
32,70000,-83.40293009303943
33,10000,-103.11092224164112
33,30000,-100.48743914992436
33,50000,-98.10629938303569
33,70000,-86.76208107632006
34,10000,-103.27339136523764
34,30000,-99.80139621591289
34,50000,-97.66046965320808
34,70000,-85.76737425553392
35,10000,-103.43447650985769
35,30000,-99.3785023177797
35,50000,-96.83324106663981
35,70000,-87.86062569192516
36,10000,-103.59395704195555
36,30000,-99.17060120244783
36,50000,-95.50062200911364
36,70000,-85.42138372086903
37,10000,-103.7516325744588
37,30000,-99.10669044359834
37,50000,-94.23410025802669
37,70000,-83.45192963658447
38,10000,-103.90731877216584
38,30000,-99.113943390132
38,50000,-92.92151869922314
38,70000,-84.67688411190005
39,10000,-104.06084364331087
39,30000,-99.14573371457878
39,50000,-92.56720022702608
39,70000,-84.13610978964853
40,10000,-104.21204449541783
40,30000,-99.19839513612203
40,50000,-92.17431508250257
40,70000,-82.08632779053266
41,10000,-104.3607656746268
41,30000,-99.29931508988045
41,50000,-90.01618479193895
41,70000,-81.22294952090195
42,10000,-104.50685714555058
42,30000,-99.47117420560136
42,50000,-87.654851706742
42,70000,-80.69996317505411
43,10000,-104.65017390735981
43,30000,-99.69181096594303
43,50000,-86.06756458966414
43,70000,-79.82585315034461
44,10000,-104.79057618700193
44,30000,-99.86788935726865
44,50000,-85.61747392883106
44,70000,-78.29547467466604
45,10000,-104.92793030230835
45,30000,-99.84835357903478
45,50000,-86.98332391487126
45,70000,-77.21315345652599
46,10000,-105.06211005231897
46,30000,-99.50469350768786
46,50000,-90.88951272581082
46,70000,-78.94843438573128
47,10000,-105.19299846719763
47,30000,-98.82963280590447
47,50000,-95.15978712145156
47,70000,-83.54784961538299
48.00000000000001,10000,-105.32048973990985
48.00000000000001,30000,-97.93906888556086
48.00000000000001,50000,-92.43095251323886
48.00000000000001,70000,-78.23293607912512
49,10000,-105.44449116347721
49,30000,-96.98557702490794
49,50000,-87.92726723111741
49,70000,-76.31372202338943
50,10000,-105.56492491130032
50,30000,-96.09451184978778
50,50000,-84.20706494867738
50,70000,-80.1511250724881
51,10000,-105.68172952273842
51,30000,-95.35249742503935
51,50000,-82.4803011905102
51,70000,-98.3330556978645
52,10000,-105.7948609883602
52,30000,-94.81439022547713
52,50000,-83.04112909114147
52,70000,-86.87513610276224
53,10000,-105.90429336693512
53,30000,-94.50714693658799
53,50000,-85.79953229563611
53,70000,-84.51698291971964
54,10000,-106.01001890622543
54,30000,-94.42780295588605
54,50000,-89.32551851096923
54,70000,-85.45098827184881
55,10000,-106.11204767880469
55,30000,-94.53785272603471
55,50000,-89.95462451238924
55,70000,-84.3039403328038
56,10000,-106.21040677931047
56,30000,-94.75765658850172
56,50000,-87.920277846789
56,70000,-80.52497159710498
57.00000000000001,10000,-106.30513915794137
57.00000000000001,30000,-94.96930931522776
57.00000000000001,50000,-85.18945819178367
57.00000000000001,70000,-79.43388692741983
58.00000000000001,10000,-106.39630218551636
58.00000000000001,30000,-95.04219252746947
58.00000000000001,50000,-83.54772664584846
58.00000000000001,70000,-80.05202202440816
59.00000000000001,10000,-106.4839660557606
59.00000000000001,30000,-94.88552061371104
59.00000000000001,50000,-83.35069752966913
59.00000000000001,70000,-78.8244977896814
59.99999999999999,10000,-106.56821213084763
59.99999999999999,30000,-94.49676676879689
59.99999999999999,50000,-83.720587276511
59.99999999999999,70000,-77.2475483087953
61,10000,-106.64913132811682
61,30000,-93.96080985863
61,50000,-83.60624790378372
61,70000,-78.16629071008512
62,10000,-106.7268226284716
62,30000,-93.40372407138297
62,50000,-83.23787379470494
62,70000,-79.91389201793764
63,10000,-106.8013917653482
63,30000,-92.94579441352921
63,50000,-82.7947186961276
63,70000,-82.62097775149101
64,10000,-106.87295012729281
64,30000,-92.6780498071156
64,50000,-81.9164594302199
64,70000,-85.7688324021157
65,10000,-106.94161388056585
65,30000,-92.6566120152372
65,50000,-81.0320615802938
65,70000,-77.21798596271461
66,10000,-107.00750329511908
66,30000,-92.90252661381794
66,50000,-80.78956287721545
66,70000,-74.80252695588051
67,10000,-107.07074223584611
67,30000,-93.39953777657001
67,50000,-81.31493368227166
67,70000,-73.9500811456354
68,10000,-107.13145776763731
68,30000,-94.08805437446419
68,50000,-82.43592687127857
68,70000,-74.15016495324215
69,10000,-107.18977981479456
69,30000,-94.86099343118372
69,50000,-83.93227418779563
69,70000,-79.98905708758775
70,10000,-107.24584081386016
70,30000,-95.57738515726194
70,50000,-85.54652217153838
70,70000,-89.55101328305985
71,10000,-107.29977530486353
71,30000,-96.10874833965958
71,50000,-87.01724687245905
71,70000,-82.5074005736483
72,10000,-107.3517194156368
72,30000,-96.39819782331422
72,50000,-88.07333678866266
72,70000,-91.43513480782846
73,10000,-107.4018102076615
73,30000,-96.4786493776297
73,50000,-88.24206511113405
73,70000,-79.31319836395919
74,10000,-107.45018486747954
74,30000,-96.43790383029722
74,50000,-87.9466502916467
74,70000,-80.55728888437756
75,10000,-107.49697974299637
75,30000,-96.37352769455222
75,50000,-88.60119273832142
75,70000,-82.45638524684537
76,10000,-107.54232923745727
76,30000,-96.36325587581305
76,50000,-91.5199616484464
76,70000,-75.12493252582863
77,10000,-107.58636458521117
77,30000,-96.44548289482195
77,50000,-99.56799887361922
77,70000,-74.51707543378862
78,10000,-107.62921254057382
78,30000,-96.60549129511622
78,50000,-106.28331005012876
78,70000,-77.55765953472088
79,10000,-107.67099401432965
79,30000,-96.7766227663202
79,50000,-98.41524794528311
79,70000,-77.99514830782778
80,10000,-107.71182269301863
80,30000,-96.87358381522203
80,50000,-103.21317979555877
80,70000,-77.10462177076062
81,10000,-107.7518036718277
81,30000,-96.8550590850053
81,50000,-99.38944644651629
81,70000,-81.60121738998724
82,10000,-107.79103212763246
82,30000,-96.76346682475268
82,50000,-90.34417067141959
82,70000,-81.55438623858208
83,10000,-107.8295920514517
83,30000,-96.69529179787565
83,50000,-87.23846920643265
83,70000,-72.1584468601591
84,10000,-107.86755505265872
84,30000,-96.73501007774237
84,50000,-87.03662809187131
84,70000,-69.65828393285548
85,10000,-107.90497924211985
85,30000,-96.90796924522914
85,50000,-88.38647943090452
85,70000,-71.71468703417509
86,10000,-107.9419081959699
86,30000,-97.16356692004797
86,50000,-89.41636507562315
86,70000,-81.41992026090493
87,10000,-107.97837000011319
87,30000,-97.38527056340693
87,50000,-90.22737599638796
87,70000,-81.44038301306415
88,10000,-108.01437637566373
88,30000,-97.44046386791075
88,50000,-92.36702537999068
88,70000,-75.12647112954829
89,10000,-108.04992188672205
89,30000,-97.26404929912297
89,50000,-93.41053484701669
89,70000,-75.10733373938847
90,10000,-108.08498323777664
90,30000,-96.90573468621798
90,50000,-91.39768215299239
90,70000,-79.93624631273794
91,10000,-108.11951867233265
91,30000,-96.49047973585532
91,50000,-90.25633151666469
91,70000,-89.6591168948636
92,10000,-108.15346749145307
92,30000,-96.14822939160226
92,50000,-89.92392694007926
92,70000,-78.05750311169876
93,10000,-108.18674971770447
93,30000,-95.97666927817417
93,50000,-88.86912338578675
93,70000,-76.35867426428965
94,10000,-108.21926593496937
94,30000,-96.03527290169681
94,50000,-87.05682056211499
94,70000,-79.1129868470047
95,10000,-108.25089733955525
95,30000,-96.34831772296124
95,50000,-85.5521911874375
95,70000,-85.21613161791399
96.00000000000001,10000,-108.28150603976931
96.00000000000001,30000,-96.90744006568832
96.00000000000001,50000,-85.16553269954136
96.00000000000001,70000,-91.66760739489044
97,10000,-108.31093564049397
97,30000,-97.67373390744181
97,50000,-86.48627485478673
97,70000,-78.46784545283346
98,10000,-108.33901214599436
98,30000,-98.57641047816175
98,50000,-90.30118073245275
98,70000,-75.09318114627979
99,10000,-108.36554520736543
99,30000,-99.49067778012653
99,50000,-98.90456720907292
99,70000,-77.08822526720289
100,10000,-108.39032973149301
100,30000,-100.18170570135842
100,50000,-115.62907287839317
100,70000,-82.92844732826765
101,10000,-108.41314785593353
101,30000,-100.31655765791592
101,50000,-122.61262726248313
101,70000,-82.77277653873892
102,10000,-108.43377127920215
102,30000,-99.74774737801093
102,50000,-97.00407947346082
102,70000,-87.0913968627403
103,10000,-108.45196392076532
103,30000,-98.75162331696794
103,50000,-88.69425698199859
103,70000,-83.42616757892841
104,10000,-108.46748486658741
104,30000,-97.74798143438309
104,50000,-85.07072343317614
104,70000,-76.99261313499618
105.00000000000001,10000,-108.48009154100217
105.00000000000001,30000,-97.00114474011829
105.00000000000001,50000,-84.33656024106591
105.00000000000001,70000,-75.95032881360345
106,10000,-108.48954302927561
106,30000,-96.60789264189079
106,50000,-85.96134081990863
106,70000,-77.38007006071973
107,10000,-108.49560346271136
107,30000,-96.56821358349004
107,50000,-87.31350305356285
107,70000,-78.23471808796457
108,10000,-108.49804536853918
108,30000,-96.82972053964195
108,50000,-84.76986170203872
108,70000,-79.54924045113061
109,10000,-108.49665288090223
109,30000,-97.30594321301588
109,50000,-82.83133395745422
109,70000,-83.44760692611275
110,10000,-108.49122470929971
110,30000,-97.88468117088138
110,50000,-82.96405793430283
110,70000,-95.97178375095066
111,10000,-108.48157676451183
111,30000,-98.44098044672302
111,50000,-84.51753055537432
111,70000,-79.88728009012732
112,10000,-108.467544352253
112,30000,-98.86796442011357
112,50000,-85.41420221861672
112,70000,-75.66224101991347
113,10000,-108.44898385847053
113,30000,-99.12171168164522
113,50000,-84.66138568493605
113,70000,-77.38570043337094
114.00000000000001,10000,-108.42577386865469
114.00000000000001,30000,-99.24235209114053
114.00000000000001,50000,-84.24755974379897
114.00000000000001,70000,-86.73163201227464
115,10000,-108.3978156848595
115,30000,-99.32008965272709
115,50000,-85.45166003647367
115,70000,-84.42538934551102
116.00000000000001,10000,-108.3650332264891
116.00000000000001,30000,-99.43406852239846
116.00000000000001,50000,-89.51492136447762
116.00000000000001,70000,-78.88774972024868
117,10000,-108.32737232485664
117,30000,-99.61139264415866
117,50000,-101.9554250700433
117,70000,-77.3791626263799
118.00000000000001,10000,-108.2847994436783
118.00000000000001,30000,-99.81932282837887
118.00000000000001,50000,-96.1757639547746
118.00000000000001,70000,-79.51286939592585
119,10000,-108.23729987858596
119,30000,-99.98087279294042
119,50000,-93.60725308797855
119,70000,-76.47575857591706
119.99999999999999,10000,-108.18487550637512
119.99999999999999,30000,-100.00380693542105
119.99999999999999,50000,-99.84903231852833
119.99999999999999,70000,-71.4329461367341
121,10000,-108.12754216980083
121,30000,-99.8163135494301
121,50000,-94.0248777513844
121,70000,-69.40475196102618
122,10000,-108.06532679404215
122,30000,-99.40141275967508
122,50000,-88.14906721221293
122,70000,-69.74681200186143
123.00000000000001,10000,-107.99826433862016
123.00000000000001,30000,-98.81226129684201
123.00000000000001,50000,-86.54957441229362
123.00000000000001,70000,-72.46347135442797
124,10000,-107.92639469183761
124,30000,-98.15051302277368
124,50000,-86.87890408150813
124,70000,-76.43998782543014
125.00000000000001,10000,-107.8497596152556
125.00000000000001,30000,-97.52094586341143
125.00000000000001,50000,-87.28647534532685
125.00000000000001,70000,-78.82486875191147
126,10000,-107.76839984184242
126,30000,-96.99599546520098
126,50000,-86.20577283808669
126,70000,-86.15856834430424
127.00000000000001,10000,-107.68235242682026
127.00000000000001,30000,-96.60426579709883
127.00000000000001,50000,-84.03065225235198
127.00000000000001,70000,-82.24643159406449
128,10000,-107.59164844046384
128,30000,-96.33495490185139
128,50000,-82.4093050594544
128,70000,-81.04202596729405
129,10000,-107.49631108156322
129,30000,-96.14850075533181
129,50000,-82.21974415246486
129,70000,-81.90470736140854
130,10000,-107.39635427795919
130,30000,-95.9914309207256
130,50000,-83.50906899602472
130,70000,-74.77586510794727
131,10000,-107.29178182487189
131,30000,-95.81751718094236
131,50000,-85.4611034042104
131,70000,-74.04565047112735
132,10000,-107.18258709739166
132,30000,-95.61161568353867
132,50000,-86.18287222423868
132,70000,-76.46698772328429
133,10000,-107.06875335634514
133,30000,-95.40191046497554
133,50000,-84.85466737210032
133,70000,-76.6093645169258
134,10000,-106.95025465170603
134,30000,-95.24894247552584
134,50000,-82.88930721618976
134,70000,-78.19421261520651
135,10000,-106.82705731186657
135,30000,-95.21868072993605
135,50000,-81.66327709439557
135,70000,-80.24606292984073
136,10000,-106.6991219944546
136,30000,-95.35690237765776
136,50000,-81.60384652774638
136,70000,-79.06291918066559
137,10000,-106.56640626216213
137,30000,-95.67351797472055
137,50000,-82.40645220897486
137,70000,-80.68831902809912
138,10000,-106.42886763806052
138,30000,-96.13586633314651
138,50000,-83.37460903118102
138,70000,-81.42809535499104
139,10000,-106.28646708707942
139,30000,-96.67091738659971
139,50000,-84.0853161703786
139,70000,-78.31319494738557
140,10000,-106.13917286522883
140,30000,-97.18261187746045
140,50000,-84.58557877614795
140,70000,-77.10033571016463
141,10000,-105.98696467224062
141,30000,-97.5881951868533
141,50000,-85.2858686296876
141,70000,-78.61898906069005
142,10000,-105.82983803956415
142,30000,-97.85718992645963
142,50000,-87.26151381347682
142,70000,-85.23135501206983
143,10000,-105.66780887851662
143,30000,-98.02250816101085
143,50000,-91.99417702261714
143,70000,-87.71849860837854
144,10000,-105.50091810722968
144,30000,-98.15774433305933
144,50000,-94.88325030185314
144,70000,-79.60822050381628
145,10000,-105.3292362646271
145,30000,-98.34555104420916
145,50000,-90.80475527878805
145,70000,-76.5012983151329
146,10000,-105.1528680089168
146,30000,-98.65558264265141
146,50000,-90.76227465175538
146,70000,-74.69769256357735
147,10000,-104.97195638567933
147,30000,-99.13020110409795
147,50000,-97.08470077862584
147,70000,-73.18828037033073
148,10000,-104.78668673853564
148,30000,-99.77069021031826
148,50000,-96.67762679854712
148,70000,-71.2773974354811
149,10000,-104.5972901256019
149,30000,-100.52219499501658
149,50000,-88.56321944493645
149,70000,-70.06903296625494
150,10000,-104.40404609924968
150,30000,-101.26453676525867
150,50000,-85.89217089372495
150,70000,-71.08224530236984
151,10000,-104.20728470746306
151,30000,-101.82456005175416
151,50000,-85.55574723146327
151,70000,-74.08286284863236
152,10000,-104.00738758354804
152,30000,-102.02250255401084
152,50000,-86.2127179790015
152,70000,-79.68679343956607
153,10000,-103.80478800992816
153,30000,-101.74840989723324
153,50000,-86.81747214703236
153,70000,-86.42188765106296
154,10000,-103.59996986720552
154,30000,-101.0400801449992
154,50000,-87.30963328963819
154,70000,-75.04596550790417
155,10000,-103.39346541683996
155,30000,-100.08845749250955
155,50000,-87.82971772938322
155,70000,-76.25351108958667
156,10000,-103.18585190597577
156,30000,-99.13802558562216
156,50000,-87.39616197259983
156,70000,-75.59094918144442
157,10000,-102.97774702897382
157,30000,-98.3822694359774
157,50000,-85.80894707320905
157,70000,-69.78701252834836
158,10000,-102.76980332411438
158,30000,-97.93039342059393
158,50000,-84.3097419583163
158,70000,-69.49831577224161
159,10000,-102.562701626063
159,30000,-97.81946196699079
159,50000,-83.50906049646221
159,70000,-73.32141930421035
160,10000,-102.35714372854203
160,30000,-98.03141612672226
160,50000,-83.51585394184511
160,70000,-78.14562502124241
161,10000,-102.15384443738992
161,30000,-98.50021261724537
161,50000,-84.42726396900147
161,70000,-80.6097839655073
162,10000,-101.95352320830324
162,30000,-99.10934663619351
162,50000,-86.34713393254756
162,70000,-85.35571549438853
163,10000,-101.75689556728639
163,30000,-99.68623576143892
163,50000,-89.04739807983462
163,70000,-88.0660048241837
164,10000,-101.56466450416278
164,30000,-100.01236861960889
164,50000,-91.20621466497205
164,70000,-81.94736129633044
165,10000,-101.37751201410758
165,30000,-99.8889128790642
165,50000,-90.57520252034521
165,70000,-76.07070886636025
166,10000,-101.19609093851999
166,30000,-99.25899325756625
166,50000,-87.53701861330215
166,70000,-73.43404004535276
167,10000,-101.02101723061993
167,30000,-98.2570655820619
167,50000,-84.46700485367484
167,70000,-74.404559087445
168,10000,-100.8528627419395
168,30000,-97.10310437601848
168,50000,-82.41581382535827
168,70000,-78.77770274727551
169,10000,-100.69214859950279
169,30000,-95.97842172643573
169,50000,-81.51581463223931
169,70000,-77.00548654396175
170,10000,-100.53933921888058
170,30000,-94.98851256262449
170,50000,-81.64999927567109
170,70000,-76.14904227453889
171,10000,-100.39483697992222
171,30000,-94.17995739009697
171,50000,-82.59809919594153
171,70000,-82.82862993184548
172,10000,-100.25897757843666
172,30000,-93.56437496229056
172,50000,-83.99518096831213
172,70000,-79.84380523328214
173,10000,-100.1320260618069
173,30000,-93.13444789075075
173,50000,-85.37949279186111
173,70000,-75.99254256082675
174,10000,-100.01417355670259
174,30000,-92.87247764724574
174,50000,-86.42781471267716
174,70000,-77.43220860851372
175,10000,-99.90553470502132
175,30000,-92.75455760844417
175,50000,-86.77561736751983
175,70000,-79.62936007263653
176,10000,-99.8061458374321
176,30000,-92.7526104168412
176,50000,-86.07818232317655
176,70000,-81.99023993974652
177,10000,-99.71596393178527
177,30000,-92.83544071404314
177,50000,-85.09086833245519
177,70000,-83.21642910679535
178,10000,-99.63486642505214
178,30000,-92.96934912224972
178,50000,-84.91761670055178
178,70000,-77.76456451528557
179,10000,-99.56265196892764
179,30000,-93.11897503281534
179,50000,-86.1432854377758
179,70000,-76.93957079435647
180,10000,-99.4990422396777
180,30000,-93.24975455568449
180,50000,-88.91393538173942
180,70000,-81.06156554267366
181,10000,-99.44368492761983
181,30000,-93.33366349251874
181,50000,-91.76774682311651
181,70000,-86.373312089243
182,10000,-99.39615803852581
182,30000,-93.35800472002758
182,50000,-91.55630362048457
182,70000,-80.46278540275972
183,10000,-99.35597563355972
183,30000,-93.33287941946254
183,50000,-91.12551185199514
183,70000,-77.0470365863841
184,10000,-99.32259511262865
184,30000,-93.29091356126682
184,50000,-92.82224113189129
184,70000,-74.97170889569477
185,10000,-99.2954261055519
185,30000,-93.27698739815018
185,50000,-96.2275489556705
185,70000,-73.77844286207338
186,10000,-99.2738409735085
186,30000,-93.33244644766404
186,50000,-97.21140764315606
186,70000,-74.61653015303737
187,10000,-99.2571868405171
187,30000,-93.480272054241
187,50000,-95.73268685879958
187,70000,-80.19639618978235
188,10000,-99.2447989731207
188,30000,-93.71504388221157
188,50000,-93.48142521752132
188,70000,-87.75536510193302
189,10000,-99.23601521207502
189,30000,-93.9998816433453
189,50000,-91.08163801356721
189,70000,-75.80079573653164
190,10000,-99.23019104205778
190,30000,-94.27377886480198
190,50000,-90.41322258060396
190,70000,-73.48163017796264
191,10000,-99.22671477552683
191,30000,-94.47166361862848
191,50000,-92.15473658406691
191,70000,-75.49157592122866
192.00000000000003,10000,-99.22502223924417
192.00000000000003,30000,-94.55010473938
192.00000000000003,50000,-94.67761688711377
192.00000000000003,70000,-77.7298029836137
193,10000,-99.22461030162114
193,30000,-94.50186777520554
193,50000,-93.03918001324436
193,70000,-74.29368752497629
194,10000,-99.22504857583885
194,30000,-94.35118867997511
194,50000,-90.64420634712562
194,70000,-73.76918337039666
195,10000,-99.22598868772403
195,30000,-94.14088209409557
195,50000,-89.22937118612441
195,70000,-76.7791525536556
196,10000,-99.2271706070753
196,30000,-93.92362042495614
196,50000,-88.42553619550755
196,70000,-81.23100432208798
197,10000,-99.22842570183903
197,30000,-93.75616756241612
197,50000,-88.1625687783339
197,70000,-83.44729226389592
198,10000,-99.22967637021985
198,30000,-93.69081101891513
198,50000,-88.04117074129258
198,70000,-83.66971277266171
199,10000,-99.23093231916192
199,30000,-93.76435182154525
199,50000,-87.42007059957044
199,70000,-84.53226995614953
200,10000,-99.2322837640398
200,30000,-93.98928604351363
200,50000,-86.28109681633123
200,70000,-88.17266146105219
201.00000000000003,10000,-99.2338920042402
201.00000000000003,30000,-94.35128692996713
201.00000000000003,50000,-85.08101524870315
201.00000000000003,70000,-87.46375681941907
202,10000,-99.23597796504096
202,30000,-94.8160609381043
202,50000,-84.2310881430314
202,70000,-81.92243655277254
203,10000,-99.23880937633386
203,30000,-95.34686825680237
203,50000,-83.69966062731197
203,70000,-77.81520856329092
204,10000,-99.24268728153152
204,30000,-95.92710002283067
204,50000,-83.03191412070024
204,70000,-75.27500641690587
205,10000,-99.24793253904414
205,30000,-96.57378503609388
205,50000,-82.20578235606195
205,70000,-74.34421346694555
206,10000,-99.25487290378264
206,30000,-97.33164837391959
206,50000,-81.74951945606259
206,70000,-75.07296555685905
207,10000,-99.2638311709848
207,30000,-98.25369741921315
207,50000,-81.98557902986161
207,70000,-76.81396463649119
208,10000,-99.27511474286774
208,30000,-99.38276600734632
208,50000,-82.95907614091227
208,70000,-77.48405799349457
209,10000,-99.28900685419367
209,30000,-100.74162248888628
209,50000,-84.44058242184747
209,70000,-77.22554245078014
210.00000000000003,10000,-99.30575957528445
210.00000000000003,30000,-102.33096948307322
210.00000000000003,50000,-85.3538969443886
210.00000000000003,70000,-75.64797338297507
211,10000,-99.32558860887552
211,30000,-104.13439765331411
211,50000,-85.21040812218901
211,70000,-73.12754401234474
212,10000,-99.34866981402848
212,30000,-106.13452707618058
212,50000,-85.902467400417
212,70000,-71.89922773644311
213,10000,-99.37513732758431
213,30000,-108.34688589511978
213,50000,-89.3537817913517
213,70000,-72.85303074643066
214,10000,-99.40508311093825
214,30000,-110.8705594920935
214,50000,-99.18848282474615
214,70000,-75.64070955871524
215,10000,-99.43855772412354
215,30000,-113.95039034593697
215,50000,-100.22022919233694
215,70000,-77.73868036649658
216,10000,-99.47557211873598
216,30000,-118.05654971704953
216,50000,-95.89648397336647
216,70000,-76.96200491265884
217,10000,-99.5161002416905
217,30000,-123.23175802357817
217,50000,-97.59683351421816
217,70000,-76.31944317167195
218,10000,-99.56008225081193
218,30000,-122.22804960499809
218,50000,-101.05754265979496
218,70000,-78.90779031580496
219.00000000000003,10000,-99.60742815861289
219.00000000000003,30000,-117.1516874997748
219.00000000000003,50000,-102.81193619294628
219.00000000000003,70000,-87.96468760509528
220,10000,-99.65802173919754
220,30000,-113.30517885783742
220,50000,-97.0580115413771
220,70000,-83.98160624044118
221,10000,-99.71172455494977
221,30000,-110.28515774006203
221,50000,-93.61398834869348
221,70000,-77.69624813932641
222,10000,-99.76837998119598
222,30000,-107.69112706100194
222,50000,-92.92545005773934
222,70000,-75.05814119281143
223,10000,-99.82781712999443
223,30000,-105.32423687335672
223,50000,-91.16144599594188
223,70000,-75.12704119050709
224,10000,-99.8898545952031
224,30000,-103.11345140320029
224,50000,-88.98614790121903
224,70000,-78.7502737025616
225,10000,-99.95430396153634
225,30000,-101.0704052477715
225,50000,-89.59758511695766
225,70000,-87.18612721282355
226,10000,-100.02097303847334
226,30000,-99.24166300764979
226,50000,-93.75818141770137
226,70000,-80.32157193004166
227,10000,-100.08966879573505
227,30000,-97.67007134311388
227,50000,-94.69189817030319
227,70000,-79.03251426683167
228.00000000000003,10000,-100.16019999027135
228.00000000000003,30000,-96.37843629612831
228.00000000000003,50000,-93.72052557430723
228.00000000000003,70000,-85.4132404837752
229,10000,-100.23237948467428
229,30000,-95.37047986430126
229,50000,-95.82319527429087
229,70000,-77.64321631157904
230,10000,-100.30602626345811
230,30000,-94.6383984020421
230,50000,-89.72297038547032
230,70000,-73.00093746508912
230.99999999999997,10000,-100.38096715740707
230.99999999999997,30000,-94.16986335740724
230.99999999999997,50000,-86.32164928865981
230.99999999999997,70000,-71.9789073970503
232.00000000000003,10000,-100.45703828669858
232.00000000000003,30000,-93.95080136028079
232.00000000000003,50000,-86.8289179687158
232.00000000000003,70000,-71.43730359038162
233,10000,-100.53408623168548
233,30000,-93.96219670999395
233,50000,-89.12776353820705
233,70000,-70.94399748674932
234,10000,-100.61196893658266
234,30000,-94.1709797338148
