% Model,Rockfish_SF.mph
% Version,COMSOL 6.2.0.339
% Date,"Sep 4 2026, 11:55"
% Dimension,1
% Nodes,362
% Expressions,1
% Description,Radiation pattern
% theta,20*log10(abs(acpr.efc1.pext))
0,-24.794439528794573
0.03490658503988659,-25.661429443015294
0.06981317007977318,-27.252942798693155
0.10471975511965977,-29.431246963106293
0.13962634015954636,-31.456022507533245
0.17453292519943295,-31.948185293985496
0.20943951023931953,-30.829224408291065
0.24434609527920614,-29.464888048815396
0.2792526803190927,-28.726907708066438
0.3141592653589793,-28.967546407566225
0.3490658503988659,-30.390278209573395
0.3839724354387525,-33.22215654965654
0.41887902047863906,-37.81307330939684
0.4537856055185257,-44.51445130633016
0.4886921905584123,-50.82632871124574
0.5235987755982988,-50.278401813058984
0.5585053606381855,-45.97149859096062
0.5934119456780721,-42.118297778034695
0.6283185307179586,-39.8480902261396
0.6632251157578452,-38.78309304877613
0.6981317007977318,-38.39340633444753
0.7330382858376184,-38.21028452108305
0.767944870877505,-37.87828607944419
0.8028514559173915,-37.313786556370005
0.8377580409572781,-36.857552070716004
0.8726646259971648,-37.02493861743274
0.9075712110370514,-38.197542865319576
0.9424777960769379,-40.48641702657896
0.9773843811168246,-43.22020801751699
1.0122909661567112,-44.4068356662478
1.0471975511965976,-44.07659631952504
1.0821041362364843,-43.86871332937759
1.117010721276371,-43.88811079723857
1.1519173063162575,-43.776365216086845
1.1868238913561442,-43.58822221213287
1.2217304763960306,-43.45589121346946
1.2566370614359172,-43.264514885292115
1.2915436464758039,-42.895377760562596
1.3264502315156903,-42.40865985861199
1.361356816555577,-41.86487963634512
1.3962634015954636,-41.18861911446188
1.43116998663535,-40.27687644318167
1.4660765716752369,-39.18293266914342
1.5009831567151233,-38.15046511078315
1.53588974175501,-37.47776081522796
1.5707963267948966,-37.36751733768892
1.605702911834783,-37.789023621595234
1.6406094968746698,-38.2843528956816
1.6755160819145563,-38.13763596290424
1.710422666954443,-37.36360506362939
1.7453292519943295,-36.5724564424501
1.780235837034216,-35.9442081515173
1.8151424220741028,-35.271244948060534
1.8500490071139892,-34.54539820074762
1.8849555921538759,-34.117895999166514
1.9198621771937625,-34.36031481592175
1.9547687622336491,-35.46250644262867
1.9896753472735356,-37.23407327549766
2.0245819323134224,-38.35624190035224
2.0594885173533086,-37.37401903935307
2.0943951023931953,-35.790215943156184
2.129301687433082,-34.97769195958155
2.1642082724729685,-35.038778451413066
2.199114857512855,-35.35256554494769
2.234021442552742,-35.008831199749736
2.2689280275926285,-34.138547076017986
2.303834612632515,-33.63567192083345
2.3387411976724013,-33.84002153524685
2.3736477827122884,-34.150087790408314
2.4085543677521746,-33.246472496410995
2.443460952792061,-31.21474007169987
2.478367537831948,-29.29750752976374
2.5132741228718345,-28.053178381601
2.548180707911721,-27.553057126404873
2.5830872929516078,-27.716239881224347
2.6179938779914944,-28.350096602635666
2.6529004630313806,-29.126390205220606
2.6878070480712677,-29.75416235485215
2.722713633111154,-30.331687038185095
2.7576202181510405,-31.282812500132636
2.792526803190927,-32.88436968379773
2.827433388230814,-34.62050502345737
2.8623399732707,-34.81818742835814
2.897246558310587,-33.60187599452005
2.9321531433504737,-32.75033656987747
2.9670597283903604,-32.89883663789374
3.0019663134302466,-33.84461088615408
3.036872898470133,-34.50770223018962
3.07177948351002,-33.55554450869677
3.106686068549907,-31.72654400720482
3.141592653589793,-30.232237628444597
3.1764992386296798,-29.42051415850382
3.211405823669566,-29.280091767861684
3.2463124087094526,-29.703719213561804
3.2812189937493397,-30.50900263247547
3.3161255787892263,-31.402513101394227
3.3510321638291125,-32.01835269753418
3.385938748868999,-32.14884762484666
3.420845333908886,-31.969738397266365
3.455751918948773,-31.916579058720693
3.490658503988659,-32.43655045841081
3.5255650890285457,-33.93685466947319
3.560471674068432,-36.94786697401729
3.5953782591083185,-42.73376671640142
3.6302848441482056,-50.3462631980964
3.6651914291880923,-41.89085960930544
3.7000980142279785,-37.41626499713901
3.735004599267865,-35.289795111129095
3.7699111843077517,-34.8275651501128
3.804817769347638,-36.084594348071015
3.839724354387525,-39.2472194862792
3.8746309394274117,-41.18211545883859
3.9095375244672983,-37.60171470952473
3.9444441095071845,-34.813760699412235
3.979350694547071,-33.931845479128484
4.014257279586958,-34.823471226913604
4.049163864626845,-37.491835989081466
4.084070449666731,-39.61680804320086
4.118977034706617,-36.56586220332505
4.153883619746504,-33.533539437162986
4.1887902047863905,-32.2016536464031
4.223696789826278,-32.288879079793446
4.258603374866164,-33.44395528406047
4.293509959906051,-35.24829624419939
4.328416544945937,-37.33582253104747
4.363323129985823,-39.848021568996906
4.39822971502571,-43.47979001064193
4.4331363000655974,-48.21145294465826
4.468042885105484,-48.38389871707474
4.50294947014537,-45.34200668102347
4.537856055185257,-43.29317540263772
4.572762640225144,-42.00026507352106
4.60766922526503,-41.38588120022344
4.642575810304916,-41.8184028307294
4.677482395344803,-43.86398247115131
4.71238898038469,-47.0817764126652
4.747295565424577,-44.932923451496976
4.782202150464463,-41.001314777771334
4.817108735504349,-39.41249296742188
4.852015320544236,-40.41503183637809
4.886921905584122,-45.37509136901315
4.921828490624009,-57.502334211302816
4.956735075663896,-43.869836066816426
4.991641660703783,-40.37870030610236
5.026548245743669,-40.625873546053555
5.061454830783555,-44.00675566001666
5.096361415823442,-46.20439249608826
5.131268000863329,-41.595661418889605
5.1661745859032155,-38.86769154591001
5.201081170943102,-38.01545501213232
5.235987755982989,-37.71915688548197
5.270894341022875,-36.82227387823377
5.305800926062761,-35.63481257106155
5.340707511102648,-35.10713286597818
5.375614096142535,-35.753240488557246
5.410520681182422,-37.90395057494848
5.445427266222308,-41.9381768919972
5.480333851262194,-45.68273213079213
5.515240436302081,-42.81129767701907
5.550147021341968,-39.94143201215729
5.585053606381854,-38.50845688080576
5.6199601914217405,-37.688310611555465
5.654866776461628,-36.70920064946981
5.689773361501514,-35.19955349944635
5.7246799465414,-33.40665842810213
5.759586531581287,-31.884233399255166
5.794493116621174,-31.063783705612153
5.829399701661061,-31.06401871228926
5.8643062867009474,-31.37261531232667
5.899212871740834,-30.625531582156974
5.934119456780721,-28.618406266381157
5.969026041820607,-26.66705181947137
6.003932626860493,-25.3776524388121
6.03883921190038,-24.70911240705089
6.073745796940266,-24.449470594925046
6.108652381980153,-24.415519294120053
6.14355896702004,-24.492332136078634
6.178465552059927,-24.564817428005732
6.213372137099814,-24.539961949503784
6.2482787221397,-24.517246593432233
6.283185307179586,-24.794439528794538
0,-3.1695793227642426
0.03490658503988659,-4.501882262816549
0.06981317007977318,-7.99530016282834
0.10471975511965977,-10.211215344721987
0.13962634015954636,-9.742114165681649
0.17453292519943295,-11.913921725125293
0.20943951023931953,-15.662498375018775
0.24434609527920614,-16.154921075859082
0.2792526803190927,-19.364503403011877
0.3141592653589793,-25.31619821124398
0.3490658503988659,-20.843187955756303
0.3839724354387525,-17.9367743371906
0.41887902047863906,-19.008180838289515
0.4537856055185257,-17.587547471531867
0.4886921905584123,-14.558785285702687
0.5235987755982988,-15.55687107262563
0.5585053606381855,-18.49306201435685
0.5934119456780721,-18.54511918731224
0.6283185307179586,-19.83808484942469
0.6632251157578452,-21.36115310175331
0.6981317007977318,-20.113249387379646
0.7330382858376184,-18.654901088684582
0.767944870877505,-20.1873815283456
0.8028514559173915,-26.39794475369647
0.8377580409572781,-22.344559044047415
0.8726646259971648,-17.178793074448855
0.9075712110370514,-15.319480567385348
0.9424777960769379,-15.290727757286206
0.9773843811168246,-15.88750332050499
1.0122909661567112,-16.407114967112378
1.0471975511965976,-16.397335873230663
1.0821041362364843,-17.714487027966324
1.117010721276371,-23.30127574608443
1.1519173063162575,-27.70427629898037
1.1868238913561442,-26.833128516693524
1.2217304763960306,-26.020441249294453
1.2566370614359172,-24.471499624286515
1.2915436464758039,-26.659624750533357
1.3264502315156903,-17.754203360246265
1.361356816555577,-16.042262817230544
1.3962634015954636,-18.949809349880184
1.43116998663535,-17.990752611857236
1.4660765716752369,-17.732318975930703
1.5009831567151233,-25.8760659208148
1.53588974175501,-18.040286307689556
1.5707963267948966,-15.770464538251687
1.605702911834783,-25.115731530629727
1.6406094968746698,-21.415981612083907
1.6755160819145563,-17.436075955560014
1.710422666954443,-20.250329646137764
1.7453292519943295,-26.741158020171266
1.780235837034216,-29.367786369336724
1.8151424220741028,-21.74327813347762
1.8500490071139892,-20.260893602941135
1.8849555921538759,-26.07389931954367
1.9198621771937625,-18.078200073203558
1.9547687622336491,-19.861878054626466
1.9896753472735356,-29.231074011372588
2.0245819323134224,-17.842438871698448
2.0594885173533086,-20.10979009258202
2.0943951023931953,-34.15973430010353
2.129301687433082,-23.213486151064394
2.1642082724729685,-20.341474670498943
2.199114857512855,-19.767724513935
2.234021442552742,-21.586219441733554
2.2689280275926285,-27.261510806811756
2.303834612632515,-21.24343780231127
2.3387411976724013,-18.134436375301235
2.3736477827122884,-19.543013948803395
2.4085543677521746,-20.538800609290032
2.443460952792061,-17.764709128930352
2.478367537831948,-14.501964114470704
2.5132741228718345,-13.114266303267044
2.548180707911721,-15.976487062597267
2.5830872929516078,-40.39701590340441
2.6179938779914944,-16.588387802918287
2.6529004630313806,-13.413481675713967
2.6878070480712677,-13.715815190428831
2.722713633111154,-13.413329982034629
2.7576202181510405,-13.601373154396354
2.792526803190927,-17.829999470047525
2.827433388230814,-26.585066508783278
2.8623399732707,-22.817676763563817
2.897246558310587,-19.537914534315284
2.9321531433504737,-16.089812917791644
2.9670597283903604,-14.512777287376862
3.0019663134302466,-16.562431490599465
3.036872898470133,-27.57708503763076
3.07177948351002,-12.070761120180542
3.106686068549907,-7.594217778590008
3.141592653589793,-7.911099910446654
3.1764992386296798,-12.751310397014219
3.211405823669566,-18.94081582089295
3.2463124087094526,-15.599792040431403
3.2812189937493397,-17.681268071044332
3.3161255787892263,-25.628259816520252
3.3510321638291125,-16.672315095250816
3.385938748868999,-14.403701789286123
3.420845333908886,-16.941912018820737
3.455751918948773,-23.937735520244626
3.490658503988659,-32.15586339478007
3.5255650890285457,-19.58048167976457
3.560471674068432,-15.036786968883664
3.5953782591083185,-15.109532853595912
3.6302848441482056,-17.688414994092856
3.6651914291880923,-21.0406135110537
3.7000980142279785,-23.47738246149042
3.735004599267865,-19.423775368412823
3.7699111843077517,-18.04565346313582
3.804817769347638,-21.515355747302635
3.839724354387525,-17.704083030421447
3.8746309394274117,-15.194963191841563
3.9095375244672983,-20.80445332765474
3.9444441095071845,-25.64988188343378
3.979350694547071,-17.579723172204165
4.014257279586958,-17.75903865837111
4.049163864626845,-20.238941077667253
4.084070449666731,-18.90949755041928
4.118977034706617,-14.96803204112231
4.153883619746504,-14.520903912252637
4.1887902047863905,-16.62878931018541
4.223696789826278,-19.84730425777859
4.258603374866164,-22.10006940914685
4.293509959906051,-19.194112031396376
4.328416544945937,-19.038939264476074
4.363323129985823,-22.326713439913032
4.39822971502571,-27.280850683363713
4.4331363000655974,-24.11556763431077
4.468042885105484,-20.534621003210457
4.50294947014537,-20.88487009806196
4.537856055185257,-25.348554718176413
4.572762640225144,-29.395050729950633
4.60766922526503,-30.46656985120395
4.642575810304916,-31.24170920418492
4.677482395344803,-22.985812023391414
4.71238898038469,-28.220186362870635
4.747295565424577,-24.156656860098984
4.782202150464463,-22.86924613276524
4.817108735504349,-27.484635829101162
4.852015320544236,-16.037140651293814
4.886921905584122,-15.43490260276531
4.921828490624009,-18.976878412956854
4.956735075663896,-19.282772186977844
4.991641660703783,-19.088952968000623
5.026548245743669,-22.239914223266922
5.061454830783555,-28.01615090513236
5.096361415823442,-26.33850815508466
5.131268000863329,-23.697931417413226
5.1661745859032155,-20.761196341684297
5.201081170943102,-20.06394784791191
5.235987755982989,-22.384719859277396
5.270894341022875,-21.659429484840143
