% Model,Rockfish_SF.mph
% Version,COMSOL 6.2.0.339
% Date,"Sep 4 2026, 11:55"
% Dimension,1
% Nodes,362
% Expressions,1
% Description,Radiation pattern
% theta,20*log10(abs(acpr.efc1.pext))
5.305800926062761,-22.878565784579692
5.340707511102648,-32.421949743636056
5.375614096142535,-41.18018665590733
5.410520681182422,-36.15303953240211
5.445427266222308,-27.36421231811084
5.480333851262194,-20.420804349451455
5.515240436302081,-18.963052696312644
5.550147021341968,-21.7863918331093
5.585053606381854,-23.28479662876452
5.6199601914217405,-33.13214383410778
5.654866776461628,-23.22171892639208
5.689773361501514,-18.49749035436969
5.7246799465414,-20.673280156694204
5.759586531581287,-27.085031849272035
5.794493116621174,-33.9658349131573
5.829399701661061,-18.970220357354282
5.8643062867009474,-13.849300069535037
5.899212871740834,-13.06932988272413
5.934119456780721,-13.904096490842797
5.969026041820607,-16.096485320401165
6.003932626860493,-18.05774859184995
6.03883921190038,-14.585456751717004
6.073745796940266,-15.668988162962997
6.108652381980153,-15.606194676501948
6.14355896702004,-11.83414565946032
6.178465552059927,-10.405531209567158
6.213372137099814,-7.234810096641161
6.2482787221397,-4.153137908179262
6.283185307179586,-3.1695793227642426
