% Model,soft_sphere.mph
% Version,COMSOL 6.2.0.339
% Date,"Sep 2 2026, 18:01"
% Dimension,1
% Nodes,40
% Expressions,1
% Description,Histogram
% Element size (mm),Element size
5.981916802306486,0.05625874345471416
6.235066458389857,0.1271708813581594
6.48821611447323,0.4804752602420374
6.741365770556602,1.2129255729238957
6.994515426639975,2.816011496924022
7.247665082723348,5.036054030845645
7.500814738806719,9.133402487066885
7.753964394890092,15.612558860934918
8.007114050973463,24.025662598755435
8.260263707056836,22.368216221021843
8.51341336314021,27.658629838460218
8.766563019223582,27.721601515067505
9.019712675306952,33.23351232882026
9.272862331390325,32.74142841120153
9.526011987473698,35.09579131217733
9.779161643557071,39.28479418060942
10.032311299640442,31.651361693855147
10.285460955723813,27.522844949539127
10.538610611807187,31.030611610364375
10.79176026789056,28.496985986311415
11.044909923973933,22.60035200161849
11.298059580057304,26.909265254891015
11.551209236140675,30.951873215059162
11.804358892224048,30.418562260123085
12.057508548307421,30.6399358321825
12.310658204390792,28.45487472810798
12.563807860474165,21.3952118492035
12.816957516557537,17.622628947808753
13.07010717264091,14.816609588410232
13.323256828724283,13.276762166682785
13.576406484807654,13.179916344240713
13.829556140891025,9.978055824931761
14.082705796974398,7.05959312992848
14.335855453057771,7.385912600406721
14.589005109141144,7.3422544953459905
14.842154765224516,6.556926354629526
15.095304421307887,2.646670304577221
15.34845407739126,5.536008727035001
15.601603733474633,2.8638255135364616
15.854753390064303,0.4702041785024143
