% Model,TS_soft_sphere_PBM_fine_output.mph
% Version,COMSOL 6.4.0.429
% Date,"Sep 3 2026, 13:00"
% Table,Table 1 - Point Evaluation 1
% freq (Hz),"Target Strength, Point: (-1, 0, 0)"
49.99999999999999,-30.742635302230617
56.10092271509817,-30.776136523412955
62.94627058970836,-30.8132700729198
70.6268772311377,-30.85432400847244
79.24465962305565,-30.89957144405682
88.91397050194612,-30.94925442610458
99.76311574844398,-31.003562888085135
111.93605692841699,-31.062608149317782
125.59432157547896,-31.126390855047617
140.91914656322274,-31.19476403254201
158.11388300841895,-31.267393167629173
177.40669461678763,-31.343716950543296
199.05358527674863,-31.422914545366712
223.34179607548148,-31.50388762699677
250.5936168136362,-31.585267388528237
281.1706625951745,-31.665457240285804
315.47867224009644,-31.74271971408269
353.97289219206897,-31.815310022496565
397.16411736214064,-31.88164860559099
445.6254690668729,-31.940512446454225
499.99999999999994,-31.99121377056366
561.0092271509814,-32.03373011287984
629.4627058970837,-32.068755798113024
706.2687723113777,-32.09766199703464
792.4465962305569,-32.12237593979937
889.1397050194613,-32.14521133043142
997.6311574844393,-32.16869373523582
1119.36056928417,-32.19542322492259
1255.943215754791,-32.22800386171818
1409.1914656322274,-32.26905149177663
1581.1388300841895,-32.32127401952343
1774.0669461678763,-32.38760612204173
1990.5358527674864,-32.471374277062196
2233.417960754817,-32.57646614977283
2505.936168136362,-32.70747668074368
2811.706625951745,-32.869795737398455
3154.7867224009647,-33.069581159861514
3539.72892192069,-33.313516277271525
3971.6411736214104,-33.608170524744374
4456.2546906687285,-33.958659522408
4999.999999999999,-34.366169025740554
5610.0922715098195,-34.82393097785862
6294.6270589708365,-35.311890917078514
7062.687723113769,-35.79232623968459
7924.4659623055695,-36.21176501017398
8891.397050194613,-36.51479848026926
9976.311574844403,-36.66943767335941
11193.605692841687,-36.69937089320927
12559.43215754791,-36.703381432192494
14091.914656322273,-36.79471079719071
15811.388300841894,-36.98744890441761
17740.6694616788,-37.2302124912728
19905.358527674845,-37.37350417965597
