Frequency_Hz,TargetStrength_dB_re_1m
50,-131.437383064142
56.995699569957,-129.162554206095
63.991399139914,-127.151435153775
70.987098709871,-125.34919109353
77.982798279828,-123.716491454184
84.978497849785,-122.224165086711
91.974197419742,-120.849976963824
98.969896989699,-119.576589789016
105.965596559656,-118.39022343264
112.961296129613,-117.279743795187
119.95699569957,-116.236025923032
126.952695269527,-115.251497912731
133.948394839484,-114.319807317391
140.944094409441,-113.435572576418
147.939793979398,-112.594194719814
154.935493549355,-111.79171261848
161.931193119312,-111.024690226322
168.926892689269,-110.290127688093
175.922592259226,-109.585390497542
182.918291829183,-108.908152476885
189.91399139914,-108.256349464872
196.909690969097,-107.628141385546
203.905390539054,-107.021880942309
210.901090109011,-106.43608759508
217.896789678968,-105.869425785078
224.892489248925,-105.320686602157
231.888188818882,-104.788772260976
238.883888388839,-104.272682885425
245.879587958796,-103.771505200743
252.875287528753,-103.284402812569
259.87098709871,-102.810607812945
266.866686668667,-102.34941350115
273.862386238624,-101.900168047085
280.858085808581,-101.462268953777
287.853785378538,-101.035158201263
294.849484948495,-100.618317973818
301.845184518452,-100.211266888161
308.840884088409,-99.8135566538765
315.836583658366,-99.424769107864
322.832283228323,-99.0445135739468
329.82798279828,-98.6724245052058
336.823682368237,-98.3081593740915
343.819381938194,-97.9513967792702
350.815081508151,-97.6018347432382
357.810781078108,-97.2591891780055
364.806480648065,-96.9231924993207
371.802180218022,-96.5935923726345
378.797879787979,-96.2701505758385
385.793579357936,-95.9526419661742
392.789278927893,-95.6408535398663
399.78497849785,-95.3345835749566
406.780678067807,-95.0336408482611
413.776377637764,-94.7378439193207
420.772077207721,-94.4470204742205
427.767776777678,-94.1610067236249
434.763476347635,-93.8796468495245
441.759175917592,-93.6027924963027
448.754875487549,-93.3303023016143
455.750575057506,-93.0620414637219
462.746274627463,-92.7978813416426
469.74197419742,-92.5376990853778
476.737673767377,-92.2813772934814
483.733373337334,-92.0288036955294
490.729072907291,-91.7798708573861
497.724772477248,-91.534475907419
504.720472047205,-91.2925202816717
511.716171617162,-91.0539094867391
518.711871187119,-90.8185528786299
525.707570757076,-90.5863634564541
532.703270327033,-90.3572576698495
539.69896989699,-90.1311552387911
546.694669466947,-89.9079789852162
553.690369036904,-89.6876546751499
560.686068606861,-89.4701108709174
567.681768176818,-89.2552787923908
574.677467746775,-89.043092186813
581.673167316732,-88.8334872064523
588.668866886689,-88.6264022935956
595.664566456646,-88.4217780723295
602.660266026603,-88.2195572466346
609.65596559656,-88.0196845043539
616.651665166517,-87.8221064266756
623.647364736474,-87.6267714026591
630.643064306431,-87.433629548598
637.638763876388,-87.2426326317874
644.634463446345,-87.0537339984499
651.630163016301,-86.8668885055813
658.625862586259,-86.6820524564053
665.621562156216,-86.4991835392456
672.617261726173,-86.3182407696163
679.61296129613,-86.1391844352771
686.608660866087,-85.9619760441191
693.604360436044,-85.7865782746766
700.600060006,-85.6129549291592
707.595759575958,-85.4410708887654
714.591459145915,-85.2708920712361
721.587158715872,-85.1023853904615
728.582858285829,-84.9355187180252
735.578557855786,-84.7702608466002
742.574257425743,-84.6065814550912
749.569956995699,-84.4444510753591
756.565656565657,-84.2838410605599
763.561356135614,-84.1247235548857
770.55705570557,-83.9670714647119
777.552755275528,-83.8108584310431
784.548454845485,-83.6560588032028
791.544154415441,-83.5026476136522
798.539853985399,-83.3506005539781
805.535553555356,-83.1998939518846
812.531253125313,-83.050504749178
819.52695269527,-82.9024104807177
826.522652265226,-82.7555892542641
833.518351835184,-82.6100197311389
840.51405140514,-82.4656811077379
847.509750975098,-82.3225530977822
854.505450545054,-82.1806159153018
861.501150115012,-82.0398502583414
868.496849684968,-81.9002372932702
875.492549254926,-81.7617586397734
882.488248824882,-81.6243963564193
889.483948394839,-81.4881329267905
896.479647964797,-81.3529512461711
903.475347534753,-81.2188346087359
910.471047104711,-81.0857666952642
917.466746674667,-80.9537315612758
924.462446244625,-80.8227136256659
931.458145814581,-80.6926976597387
938.453845384538,-80.563668776659
945.449544954495,-80.4356124212997
952.445244524452,-80.3085143604597
959.44094409441,-80.1823606734346
966.436643664366,-80.0571377429507
973.432343234323,-79.9328322463866
980.42804280428,-79.8094311473596
987.423742374237,-79.6869216875645
994.419441944195,-79.5652913789327
1001.41514151415,-79.4445279960533
1008.41084108411,-79.3246195688487
1015.40654065407,-79.2055543755287
1022.40224022402,-79.0873209357619
1029.39793979398,-78.969908004094
1036.39363936394,-78.8533045635836
1043.38933893389,-78.7374998196444
1050.38503850385,-78.6224831941209
1057.38073807381,-78.5082443195227
1064.37643764376,-78.3947730334825
1071.37213721372,-78.2820593733669
1078.36783678368,-78.1700935710903
1085.36353635364,-78.0588660480711
1092.35923592359,-77.9483674103757
1099.35493549355,-77.8385884439833
1106.35063506351,-77.7295201102434
1113.34633463346,-77.6211535414377
1120.34203420342,-77.5134800365061
1127.33773377338,-77.4064910568911
