Frequency_Hz,TargetStrength_dB_re_1m
50,-124.865001036093
140.04004004004,-106.974541580719
230.08008008008,-98.3510852121728
320.12012012012,-92.6161284912256
410.16016016016,-88.3136956731961
500.2002002002,-84.8700534550495
590.24024024024,-81.9994145806569
680.28028028028,-79.5385971722996
770.320320320321,-77.3855896274608
860.36036036036,-75.4723455575514
950.4004004004,-73.7512005189558
1040.44044044044,-72.187465956951
1130.48048048048,-70.7551086426591
1220.52052052052,-69.4340909992814
1310.56056056056,-68.2086605567777
1400.6006006006,-67.0662090281933
1490.64064064064,-65.9964875287929
1580.68068068068,-64.9910523370672
1670.72072072072,-64.0428644184477
1760.76076076076,-63.1459942023172
1850.8008008008,-62.29540006901
1940.84084084084,-61.4867595095341
2030.88088088088,-60.7163386086662
2120.92092092092,-59.9808898653086
2210.96096096096,-59.2775712738709
2301.001001001,-58.6038815698701
2391.04104104104,-57.9576079138084
2481.08108108108,-57.3367832524057
2571.12112112112,-56.7396512857991
2661.16116116116,-56.1646374688045
2751.2012012012,-55.6103248407381
2841.24124124124,-55.0754337502299
2931.28128128128,-54.5588047454661
3021.32132132132,-54.0593840549001
3111.36136136136,-53.5762112017192
3201.4014014014,-53.108408386608
3291.44144144144,-52.6551713443332
3381.48148148148,-52.2157614353338
3471.52152152152,-51.7894987774443
3561.56156156156,-51.3757562578208
3651.6016016016,-50.9739542931011
3741.64164164164,-50.5835562283337
3831.68168168168,-50.2040642834411
3921.72172172172,-49.8350159708164
4011.76176176176,-49.4759809197957
4101.8018018018,-49.1265580537355
4191.84184184184,-48.7863730736737
4281.88188188188,-48.4550762094003
4371.92192192192,-48.1323402044731
4461.96196196196,-47.8178585064898
4552.002002002,-47.5113436379383
4642.04204204204,-47.2125257263381
4732.08208208208,-46.9211511752416
4822.12212212212,-46.6369814601048
4912.16216216216,-46.3597920351031
5002.2022022022,-46.089371338744
5092.24224224224,-45.8255198876451
5182.28228228228,-45.5680494491528
5272.32232232232,-45.3167822846029
5362.36236236236,-45.071550455999
5452.4024024024,-44.8321951897279
5542.44244244244,-44.5985662916662
5632.48248248248,-44.3705216086707
5722.52252252252,-44.1479265320039
5812.56256256256,-43.930653538736
5902.6026026026,-43.7185817675914
5992.64264264264,-43.5115966260869
6082.68268268268,-43.3095894261399
6172.72272272272,-43.1124570456192
6262.76276276277,-42.9201016135687
6352.8028028028,-42.7324302170667
6442.84284284284,-42.5493546278855
6532.88288288288,-42.3707910472983
6622.92292292292,-42.196659867543
6712.96296296296,-42.0268854485955
6803.003003003,-41.8613959090337
6893.04304304304,-41.7001229298917
6983.08308308308,-41.5430015705025
7073.12312312312,-41.3899700954242
7163.16316316316,-41.240969811626
7253.2032032032,-41.0959449151847
7343.24324324325,-40.9548423468116
7433.28328328329,-40.817611655588
7523.32332332332,-40.6842048703432
7613.36336336337,-40.5545763781581
7703.40340340341,-40.4286828095208
7793.44344344345,-40.3064829297005
7883.48348348349,-40.1879375359433
7973.52352352353,-40.0730093601218
8063.56356356356,-39.9616629765036
8153.60360360361,-39.8538647143259
8243.64364364365,-39.7495825748884
8333.68368368368,-39.6487861528958
8423.72372372372,-39.5514465617992
8513.76376376377,-39.4575363629022
8603.8038038038,-39.3670294980105
8693.84384384385,-39.2799012254145
8783.88388388389,-39.1961280590073
8873.92392392393,-39.1156877103437
8963.96396396397,-39.0385590334588
9054.00400400401,-38.9647219722625
9144.04404404405,-38.8941575103364
9234.08408408409,-38.8268476229566
9324.12412412413,-38.7627752311689
9414.16416416417,-38.7019241577425
9504.20420420421,-38.6442790848234
9594.24424424425,-38.5898255131087
9684.28428428429,-38.5385497223555
9774.32432432433,-38.4904387330325
9864.36436436436,-38.4454802689149
9954.40440440441,-38.4036627204141
10044.4444444444,-38.3649751084222
10134.4844844845,-38.3294070484395
10224.5245245245,-38.2969487147396
10314.5645645646,-38.2675908043098
10404.6046046046,-38.2413245002882
10494.6446446446,-38.2181414345981
10584.6846846847,-38.1980336494598
10674.7247247247,-38.1809935574338
10764.7647647648,-38.1670138996263
10854.8048048048,-38.156087701655
10944.8448448448,-38.1482082269434
11034.8848848849,-38.1433689268767
11124.9249249249,-38.141563387313
11214.964964965,-38.142785270902
11305.005005005,-38.1470282546183
11395.045045045,-38.1542859618645
11485.0850850851,-38.1645518884482
11575.1251251251,-38.1778193216738
11665.1651651652,-38.1940812517312
11755.2052052052,-38.2133302744892
11845.2452452452,-38.2355584847319
11935.2852852853,-38.260757358793
12025.3253253253,-38.2889176254602
12115.3653653654,-38.3200291239293
12205.4054054054,-38.3540806474927
12295.4454454454,-38.3910597715457
12385.4854854855,-38.4309526643899
