% Model,Rockfish_SF_monostatic.mph
% Version,COMSOL 6.2.0.339
% Date,"Sep 9 2026, 10:18"
% Table,Table 10 - Global Evaluation 1
% theta (degree),freq (Hz),Target Strength
20,10000,-99.68097309519719
20,30000,-96.84529662560556
20,50000,-90.02892573764586
20,70000,-73.12587570382208
21,10000,-99.68372891841506
21,30000,-97.46590980022616
21,50000,-88.81765893502623
21,70000,-73.46489054446747
22,10000,-99.68745117075996
22,30000,-98.27885584746694
22,50000,-88.08959901969921
22,70000,-75.3593721696378
23,10000,-99.69210286658046
23,30000,-99.37317727805875
23,50000,-88.84689713870536
23,70000,-86.86808727366719
24.000000000000004,10000,-99.69764225573728
24.000000000000004,30000,-100.88760000667499
24.000000000000004,50000,-91.83859253466431
24.000000000000004,70000,-77.60513991327515
25,10000,-99.70402320706091
25,30000,-103.03056928693562
25,50000,-95.5325789019753
25,70000,-72.4328439964256
26,10000,-99.71119558890393
26,30000,-106.09582927743446
26,50000,-92.07636778866939
26,70000,-72.64882930552703
27,10000,-99.7191056377444
27,30000,-110.02323692814983
27,50000,-89.22886397061218
27,70000,-77.3811720737566
28,10000,-99.72769630723649
28,30000,-110.99054303783666
28,50000,-89.17779913550277
28,70000,-84.97072814701298
29.000000000000004,10000,-99.73690759257912
29.000000000000004,30000,-107.52709641315218
29.000000000000004,50000,-91.90513519721975
29.000000000000004,70000,-77.61448140768779
29.999999999999996,10000,-99.74667682736765
29.999999999999996,30000,-104.5131146069296
29.999999999999996,50000,-97.28081961118576
29.999999999999996,70000,-74.12538393253337
31,10000,-99.75693895323444
31,30000,-102.51272985635723
31,50000,-96.72510221828888
31,70000,-72.66955837601478
32,10000,-99.76762676508227
32,30000,-101.22412677555289
32,50000,-93.21007616207098
32,70000,-72.49660063294222
33,10000,-99.77867113712925
33,30000,-100.39419741971918
33,50000,-91.28359233977227
33,70000,-73.56232647301321
34,10000,-99.79000123711009
34,30000,-99.82334580596977
34,50000,-89.63457312024829
34,70000,-75.6353061461264
35,10000,-99.80154473734342
35,30000,-99.34153812668026
35,50000,-88.34527604771802
35,70000,-77.91481232570618
36,10000,-99.81322803189813
36,30000,-98.81069856228964
36,50000,-88.14977565154757
36,70000,-79.29198507960523
37,10000,-99.8249764691373
37,30000,-98.14502370740871
37,50000,-89.12894022684802
37,70000,-80.50087344816193
38,10000,-99.8367146078001
38,30000,-97.32911556623678
38,50000,-89.63925733050664
38,70000,-84.32665977244704
39,10000,-99.84836650347935
39,30000,-96.41435088636479
39,50000,-87.95841953110553
39,70000,-87.95888379560856
40,10000,-99.8598560299601
40,30000,-95.49180918432864
40,50000,-86.32204545203543
40,70000,-88.1818105676245
41,10000,-99.87110723757588
41,30000,-94.65896109574606
41,50000,-86.26667198099645
41,70000,-85.59506348015981
42,10000,-99.8820447482924
42,30000,-93.99700524535857
42,50000,-88.27438005648496
42,70000,-78.04170109987089
43,10000,-99.89259418436957
43,30000,-93.56235627279847
43,50000,-93.19857368368311
43,70000,-77.6138930910221
44,10000,-99.90268262613439
44,30000,-93.3866328235855
44,50000,-101.39633200198955
44,70000,-79.99491958586295
45,10000,-99.91223909214764
45,30000,-93.47870855439399
45,50000,-96.93883550300563
45,70000,-74.46944509731361
46,10000,-99.92119503507413
46,30000,-93.82490005611784
46,50000,-94.39343324069854
46,70000,-72.97050404195134
47,10000,-99.92948484598404
47,30000,-94.38568353282328
47,50000,-93.76696135288255
47,70000,-76.53965749713795
48.00000000000001,10000,-99.93704636123822
48.00000000000001,30000,-95.0897657701387
48.00000000000001,50000,-91.18940662338568
48.00000000000001,70000,-79.92051354460763
49,10000,-99.94382136740639
49,30000,-95.83144517452789
49,50000,-87.90877064822305
49,70000,-76.13990758523899
50,10000,-99.94975610168483
50,30000,-96.48562352216953
50,50000,-85.95157511368572
50,70000,-75.2012605673114
51,10000,-99.95480174768113
51,30000,-96.95362864842075
51,50000,-85.4484849144477
51,70000,-76.28636952280088
52,10000,-99.95891492861894
52,30000,-97.21923226824592
52,50000,-86.1685836295377
52,70000,-79.12381297522018
53,10000,-99.96205820171494
53,30000,-97.35945985526314
53,50000,-87.94649819873985
53,70000,-80.99498238468709
54,10000,-99.96420055851523
54,30000,-97.49614553358546
54,50000,-90.62571189642746
54,70000,-79.00424708993326
55,10000,-99.9653179360743
55,30000,-97.73839615962792
55,50000,-93.04327295138243
55,70000,-82.17318670576913
56,10000,-99.96539374269004
56,30000,-98.15256123216648
56,50000,-93.49328124043502
56,70000,-85.60482138152665
57.00000000000001,10000,-99.96441939947034
57.00000000000001,30000,-98.75384798591782
57.00000000000001,50000,-93.70742862043967
57.00000000000001,70000,-76.56596877591959
58.00000000000001,10000,-99.96239489546375
58.00000000000001,30000,-99.50393925980201
58.00000000000001,50000,-93.32417188084875
58.00000000000001,70000,-76.07821996358885
59.00000000000001,10000,-99.95932934969568
59.00000000000001,30000,-100.31006309315543
59.00000000000001,50000,-90.23275899892766
59.00000000000001,70000,-80.5110749306664
59.99999999999999,10000,-99.95524156797839
59.99999999999999,30000,-101.03369548026832
59.99999999999999,50000,-87.3675820214372
59.99999999999999,70000,-84.10630531718408
61,10000,-99.95016057754145
61,30000,-101.5229185036012
61,50000,-85.96566895020969
61,70000,-88.95140332447569
62,10000,-99.94412611694409
62,30000,-101.6695183159702
62,50000,-85.65574657571847
62,70000,-81.97095181766554
63,10000,-99.93718905512138
63,30000,-101.46045199152277
63,50000,-85.76916331817031
63,70000,-77.48290123388554
64,10000,-99.92941171047092
64,30000,-100.98153547892983
64,50000,-85.85142203949869
64,70000,-76.73083860237239
65,10000,-99.92086803977273
65,30000,-100.36997217739912
65,50000,-85.94256015023957
65,70000,-76.16910890640179
66,10000,-99.91164366847535
66,30000,-99.75728055592457
66,50000,-86.13395580766097
66,70000,-76.67602251307797
67,10000,-99.90183573681684
67,30000,-99.23850407827089
67,50000,-86.20067452025083
67,70000,-81.90534938675229
68,10000,-99.8915525421795
68,30000,-98.86966181273442
68,50000,-85.95499557535516
68,70000,-86.62781448114623
69,10000,-99.88091296586947
69,30000,-98.67878457135787
69,50000,-85.67393718183479
69,70000,-76.23536986213149
70,10000,-99.87004568125019
70,30000,-98.67873000942282
70,50000,-85.7858550745826
70,70000,-73.57098792859355
71,10000,-99.85908815065847
71,30000,-98.87632464652148
71,50000,-86.4702185127181
71,70000,-74.78419789631208
72,10000,-99.84818542859782
72,30000,-99.27580354345922
72,50000,-87.58675134499684
72,70000,-78.96214978854216
73,10000,-99.83748879845172
73,30000,-99.87576487623114
73,50000,-88.69921910694133
73,70000,-83.18758684005897
74,10000,-99.8271542786162
74,30000,-100.65938878583307
74,50000,-89.15281597189139
74,70000,-88.91930133759301
75,10000,-99.81734104045891
75,30000,-101.57858596226288
75,50000,-88.48672152311724
75,70000,-84.5855539672901
76,10000,-99.80820978454632
76,30000,-102.53668254742595
76,50000,-87.17958102522294
76,70000,-79.42297707232882
77,10000,-99.79992112296513
77,30000,-103.38534258796734
77,50000,-86.17838242059379
77,70000,-76.37033958476701
78,10000,-99.7926340140554
78,30000,-103.96241472897545
78,50000,-86.02558266536023
78,70000,-74.25532832808378
79,10000,-99.78650429093891
79,30000,-104.17100282778748
79,50000,-86.8721521954373
79,70000,-74.38682102469635
80,10000,-99.78168331862518
80,30000,-104.03349102394203
80,50000,-88.72978266734307
80,70000,-78.13072982063626
81,10000,-99.7783168044647
81,30000,-103.66522618908844
81,50000,-91.6346899920589
81,70000,-94.46766693208772
82,10000,-99.77654377649897
82,30000,-103.20969140893854
82,50000,-94.49752468638827
82,70000,-81.63805311766112
83,10000,-99.77649573223391
83,30000,-102.79271919426718
83,50000,-92.74712835938438
83,70000,-77.04697016397317
84,10000,-99.77829594862654
84,30000,-102.5029598431442
84,50000,-89.54179502416203
84,70000,-76.2166629764259
85,10000,-99.7820589334878
85,30000,-102.3867104456091
85,50000,-87.9840333976236
85,70000,-76.15364001762826
86,10000,-99.78788998873392
86,30000,-102.44917567342598
86,50000,-88.13229543592514
86,70000,-76.94130454838073
87,10000,-99.79588484901511
87,30000,-102.65856799427877
87,50000,-89.47880344925464
87,70000,-79.61768930873751
88,10000,-99.80612935475234
88,30000,-102.9529704310892
88,50000,-90.24121241508863
88,70000,-80.51128489866718
89,10000,-99.8186991168683
89,30000,-103.25285956503254
89,50000,-88.80476166211332
89,70000,-81.75709424876231
90,10000,-99.83365913279482
90,30000,-103.48210001754354
90,50000,-86.96014857577461
90,70000,-92.29837139882456
91,10000,-99.85106331783903
91,30000,-103.594640082624
91,50000,-85.94266641947407
91,70000,-85.37147592384633
92,10000,-99.87095392390643
92,30000,-103.59535593532856
92,50000,-85.87749724460933
92,70000,-86.00379223681671
93,10000,-99.89336082813094
93,30000,-103.54136798825847
93,50000,-86.65839542643707
93,70000,-91.82085967714198
94,10000,-99.91830068560141
94,30000,-103.5219468654637
94,50000,-88.11876105064201
94,70000,-78.53598850545262
95,10000,-99.94577595400054
95,30000,-103.63008349895475
95,50000,-89.96713341160978
95,70000,-74.93139137091391
96.00000000000001,10000,-99.9757738112491
96.00000000000001,30000,-103.93998421708572
96.00000000000001,50000,-91.5885407880188
96.00000000000001,70000,-74.21296319090055
97,10000,-100.0082650002947
97,30000,-104.49409153666686
97,50000,-92.20544113201998
97,70000,-74.69820378127554
98,10000,-100.04320264681061
98,30000,-105.2935662336717
98,50000,-92.05729447547941
98,70000,-74.9610047065962
99,10000,-100.08052110506958
99,30000,-106.28076924410288
99,50000,-92.18005616825843
99,70000,-75.43081281488584
100,10000,-100.12013489417916
100,30000,-107.29943658118214
100,50000,-93.16724487493687
100,70000,-75.57044000270962
101,10000,-100.16193779027036
101,30000,-108.04471288243009
101,50000,-95.01339705105033
101,70000,-74.43810677124625
102,10000,-100.205802140524
102,30000,-108.14042264368148
102,50000,-97.02517713392578
102,70000,-74.89433468619357
103,10000,-100.25157846159138
103,30000,-107.47720026915076
103,50000,-97.71852994028609
103,70000,-76.97008256237389
104,10000,-100.29909537746995
104,30000,-106.35958662856066
104,50000,-96.27749734189823
104,70000,-76.67248994703027
105.00000000000001,10000,-100.3481599423327
105.00000000000001,30000,-105.17004586919613
105.00000000000001,50000,-93.93211491010734
105.00000000000001,70000,-76.44261917561694
106,10000,-100.39855838031252
106,30000,-104.12544846657511
106,50000,-92.13242612454764
106,70000,-78.33092414406258
107,10000,-100.45005725936058
107,30000,-103.29204528399003
107,50000,-91.5233343419738
107,70000,-77.02843994487584
108,10000,-100.50240509986165
108,30000,-102.65636052180187
108,50000,-92.33421971227514
108,70000,-74.57136451113301
109,10000,-100.5553344014323
109,30000,-102.17464535172262
109,50000,-94.58197240580103
109,70000,-74.49701156140206
110,10000,-100.60856405510387
110,30000,-101.80295362179905
110,50000,-97.32514710992852
110,70000,-74.8472996134724
111,10000,-100.6618020925157
111,30000,-101.5138028747201
111,50000,-97.66066114085261
111,70000,-74.7079357372205
112,10000,-100.714748710984
112,30000,-101.3001063035372
112,50000,-96.50372927151102
112,70000,-75.73231254750236
113,10000,-100.76709950306557
113,30000,-101.16766924407892
113,50000,-96.4633647777597
113,70000,-77.82102343598997
114.00000000000001,10000,-100.81854881254054
114.00000000000001,30000,-101.11997625078482
114.00000000000001,50000,-98.20154745540458
114.00000000000001,70000,-80.08971737438793
115,10000,-100.86879313639237
115,30000,-101.14031635963407
115,50000,-101.7957828096201
115,70000,-80.12223133843499
116.00000000000001,10000,-100.91753449293371
116.00000000000001,30000,-101.1793213978026
116.00000000000001,50000,-105.44474379439428
116.00000000000001,70000,-78.65018616460972
117,10000,-100.96448368152672
117,30000,-101.16142353511705
117,50000,-105.76669315149474
117,70000,-77.36195759406702
118.00000000000001,10000,-101.0093633669293
118.00000000000001,30000,-101.01909922431183
118.00000000000001,50000,-102.38148020748608
118.00000000000001,70000,-79.5977188660743
119,10000,-101.0519109317652
119,30000,-100.73375290850352
119,50000,-97.34679294619211
119,70000,-98.65386050665896
119.99999999999999,10000,-101.09188105226251
119.99999999999999,30000,-100.3399322817354
119.99999999999999,50000,-94.33512021937372
119.99999999999999,70000,-81.90851070372757
121,10000,-101.12904796483436
121,30000,-99.88971930664516
121,50000,-93.71338759843745
121,70000,-81.3217732904077
122,10000,-101.16320740266994
122,30000,-99.42249776145039
122,50000,-94.0934540694636
122,70000,-86.95518955770785
123.00000000000001,10000,-101.19417819210808
123.00000000000001,30000,-98.9665070938866
123.00000000000001,50000,-92.0764134725713
123.00000000000001,70000,-86.86134212745706
124,10000,-101.22180350720544
124,30000,-98.5557246881934
124,50000,-89.54552793053793
124,70000,-78.77151165090466
125.00000000000001,10000,-101.24595178739833
125.00000000000001,30000,-98.23578677250786
125.00000000000001,50000,-89.22301400476252
125.00000000000001,70000,-76.17692545256192
126,10000,-101.26651732708213
126,30000,-98.05245302009027
126,50000,-92.35623364382712
126,70000,-81.45749036061886
127.00000000000001,10000,-101.28342054899805
127.00000000000001,30000,-98.03413251959297
127.00000000000001,50000,-102.52609920007147
127.00000000000001,70000,-84.59384923300236
128,10000,-101.2966079734771
128,30000,-98.17936326480746
128,50000,-94.49977099433687
128,70000,-78.04835639462883
129,10000,-101.30605189613811
129,30000,-98.45185528502543
129,50000,-90.25128624212938
129,70000,-83.0673013192809
130,10000,-101.31174978680939
130,30000,-98.78362519550761
130,50000,-90.48754605816343
130,70000,-85.2225747799068
131,10000,-101.31372342250992
131,30000,-99.09101259044591
131,50000,-94.69839336888496
131,70000,-78.46965102960206
132,10000,-101.31201776915161
132,30000,-99.30829177567642
132,50000,-102.75483830066128
132,70000,-79.94242934453169
133,10000,-101.30669962883522
133,30000,-99.42703993327122
133,50000,-97.92087918220088
133,70000,-91.15980783580794
134,10000,-101.29785607357562
134,30000,-99.51039042094864
134,50000,-95.93100390900206
134,70000,-88.205688623769
135,10000,-101.28559269031572
135,30000,-99.66832898155474
135,50000,-95.66252676772268
135,70000,-84.35136946049438
136,10000,-101.27003166753704
136,30000,-100.01863439552793
136,50000,-94.00037554274786
136,70000,-79.98676998829472
137,10000,-101.25130975821868
137,30000,-100.66190122935575
137,50000,-92.9439469904955
137,70000,-77.1143738414458
138,10000,-101.22957615822101
138,30000,-101.67499712365509
138,50000,-94.47335425460659
138,70000,-80.53914308576009
139,10000,-101.20499034204292
139,30000,-103.11352651790074
139,50000,-100.09834191974464
139,70000,-78.72125910540854
140,10000,-101.17771989944609
140,30000,-105.0136898488281
140,50000,-97.74199564375566
140,70000,-72.19845193119001
141,10000,-101.14793841562745
141,30000,-107.37851662128739
141,50000,-91.02465178947332
141,70000,-70.39899043302967
142,10000,-101.11582343566141
142,30000,-110.08410432748141
142,50000,-87.6378349430778
142,70000,-71.24802128988465
143,10000,-101.08155454922056
143,30000,-112.50376410770158
143,50000,-86.20659566537984
143,70000,-73.76587937559181
144,10000,-101.0453116263289
144,30000,-113.26598564154398
144,50000,-86.43145008083067
144,70000,-77.32569777063671
145,10000,-101.00727322759539
145,30000,-112.3366667090231
145,50000,-88.65406980260903
145,70000,-82.05030108523917
146,10000,-100.96761520500849
146,30000,-111.28113561251516
146,50000,-94.14840374659155
146,70000,-88.57560119387736
147,10000,-100.92650950150299
147,30000,-110.9976525655042
147,50000,-98.20937098270676
147,70000,-79.77810058159999
148,10000,-100.88412314993516
148,30000,-111.68725303270523
148,50000,-91.90144689994418
148,70000,-74.97772196616107
149,10000,-100.84061746535107
149,30000,-112.26088007475906
149,50000,-89.66323973809406
149,70000,-74.08695612278733
150,10000,-100.7961474185273
150,30000,-109.6518153941185
150,50000,-90.27097728516715
150,70000,-77.17426694073785
151,10000,-100.75086117417499
151,30000,-105.34164505719488
151,50000,-93.03671302140712
151,70000,-92.16803119958713
152,10000,-100.70489977386329
152,30000,-101.66260279508337
152,50000,-96.1866021919434
152,70000,-80.34020121665868
153,10000,-100.65839694253766
153,30000,-98.85164063310654
153,50000,-94.80899501427103
153,70000,-74.87776945229997
154,10000,-100.61147899598143
154,30000,-96.75713164494071
154,50000,-91.10528425417155
154,70000,-73.77446723737611
155,10000,-100.56426482849972
155,30000,-95.23793614345323
155,50000,-87.8904696348011
155,70000,-76.05332281237156
156,10000,-100.51686596094981
156,30000,-94.18944285382761
156,50000,-85.57608238164654
156,70000,-84.17525474777584
157,10000,-100.469386632442
157,30000,-93.53098722782312
157,50000,-84.15704622811731
157,70000,-81.65682134984507
158,10000,-100.42192392150541
158,30000,-93.19408477924279
158,50000,-83.56218313110159
158,70000,-75.98066973732836
159,10000,-100.37456788616241
159,30000,-93.11408169668547
159,50000,-83.86953244827762
159,70000,-73.46486012020573
160,10000,-100.32740171532441
160,30000,-93.22452829740405
160,50000,-85.4813262192255
160,70000,-72.15813451482131
161,10000,-100.28050188706712
161,30000,-93.45416368924455
161,50000,-89.40174092257885
161,70000,-72.69541393681452
162,10000,-100.23393833174947
162,30000,-93.72726404645114
162,50000,-95.32991736652372
162,70000,-76.2242052525263
163,10000,-100.18777460019942
163,30000,-93.96860188986079
163,50000,-89.44966910945203
163,70000,-83.61435972722876
164,10000,-100.14206803828327
164,30000,-94.11362095346553
164,50000,-85.24692998141578
164,70000,-77.41885439404592
165,10000,-100.09686997049644
165,30000,-94.12163495372872
165,50000,-83.95921838406616
165,70000,-72.57862366949192
166,10000,-100.05222589477759
166,30000,-93.9857027296671
166,50000,-84.99670504640565
166,70000,-71.08641725852937
167,10000,-100.00817569125854
167,30000,-93.73206432847797
167,50000,-88.88245512694502
167,70000,-72.48946915826723
168,10000,-99.96475384617062
168,30000,-93.40833560917888
168,50000,-98.12892174007865
168,70000,-77.74585638041385
169,10000,-99.92198969194055
169,30000,-93.06752335215533
169,50000,-93.20037348727766
169,70000,-90.73640300074716
170,10000,-99.87990766282721
170,30000,-92.75581752122693
170,50000,-88.21444251594923
170,70000,-88.12419268287071
171,10000,-99.83852756492219
171,30000,-92.50694893945033
171,50000,-86.71249469600737
171,70000,-90.85827012615432
172,10000,-99.79786485778222
172,30000,-92.34137169912472
172,50000,-87.0563275927978
172,70000,-81.63053643171239
173,10000,-99.75793094497278
173,30000,-92.26745075690174
173,50000,-88.66512547101662
173,70000,-76.14525677418649
174,10000,-99.7187334696933
174,30000,-92.2828392789788
174,50000,-91.27304331674635
174,70000,-72.94983788117247
175,10000,-99.68027661201816
175,30000,-92.37562077132198
175,50000,-94.93478169842014
175,70000,-71.35860347075572
176,10000,-99.64256138435827
176,30000,-92.5258651774687
176,50000,-99.41359440286023
176,70000,-72.39269451928945
177,10000,-99.60558592216671
177,30000,-92.70873997303434
177,50000,-97.4915456805949
177,70000,-78.1725054494417
178,10000,-99.56934576804288
178,30000,-92.89985734315044
178,50000,-92.65262527914592
178,70000,-91.24948293848483
179,10000,-99.53383414795044
179,30000,-93.08191098395946
179,50000,-89.88518252865978
179,70000,-80.3527950144413
180,10000,-99.4990422396777
180,30000,-93.24975455568315
180,50000,-88.91393538173695
180,70000,-81.06156554267614
181,10000,-99.46495943436466
181,30000,-93.41096424409582
181,50000,-89.48029915736865
181,70000,-78.52761891341379
182,10000,-99.43157359308418
182,30000,-93.58150049841979
182,50000,-91.70164189135347
182,70000,-75.00810890318695
183,10000,-99.3988713011245
183,30000,-93.77913223090727
183,50000,-96.84230057734608
183,70000,-75.23910432844671
184,10000,-99.36683812290242
184,30000,-94.01798402234918
184,50000,-104.12449701102587
184,70000,-77.30478302062072
185,10000,-99.33545886076736
185,30000,-94.30591381753537
185,50000,-93.513004216603
185,70000,-76.21578642406989
186,10000,-99.30471782051926
186,30000,-94.64442652585994
186,50000,-88.77731089349412
186,70000,-74.48629889423302
187,10000,-99.27459908603167
187,30000,-95.02977760300736
187,50000,-86.9814934463637
187,70000,-73.96296657864943
188,10000,-99.24508680430574
188,30000,-95.45383346621342
188,50000,-87.46091270253451
188,70000,-74.15173624695558
189,10000,-99.21616548096517
189,30000,-95.90373654622583
189,50000,-90.73674344014835
189,70000,-75.48570842218966
190,10000,-99.18782028500607
190,30000,-96.36018567785732
190,50000,-100.09498887387937
190,70000,-78.75054138069582
191,10000,-99.16003735986814
191,30000,-96.79501130417708
191,50000,-95.2419324087931
191,70000,-83.90388675330028
192.00000000000003,10000,-99.13280413603329
192.00000000000003,30000,-97.16957379571083
192.00000000000003,50000,-89.05385935550186
192.00000000000003,70000,-87.20748575527483
193,10000,-99.10610963939567
193,30000,-97.43617734079592
193,50000,-86.78917570986275
193,70000,-84.51700767979742
194,10000,-99.0799447875381
194,30000,-97.54468950266724
194,50000,-86.56483940533441
194,70000,-81.6074046929527
195,10000,-99.05430266558541
195,30000,-97.45492288264845
195,50000,-88.11026149658078
195,70000,-83.208967620742
196,10000,-99.02917877206504
196,30000,-97.15149511014035
196,50000,-92.24857417124646
196,70000,-94.10132738175145
197,10000,-99.00457122540281
197,30000,-96.65383258953204
197,50000,-103.95969355531702
197,70000,-80.07531979079361
198,10000,-98.98048092128803
198,30000,-96.01456420894621
198,50000,-94.96249069789918
198,70000,-76.31208969846395
199,10000,-98.95691163250106
199,30000,-95.30657519897369
199,50000,-89.20445302548985
199,70000,-76.54280391869912
200,10000,-98.93387004355667
200,30000,-94.60612465882849
200,50000,-87.25632855158466
200,70000,-77.05566332335896
201.00000000000003,10000,-98.91136571423921
201.00000000000003,30000,-93.97964123562193
201.00000000000003,50000,-87.6032776059119
201.00000000000003,70000,-76.01050434554713
202,10000,-98.88941096853706
202,30000,-93.47676209741746
202,50000,-90.24832982450738
202,70000,-76.55799290157036
203,10000,-98.86802070752701
203,30000,-93.12787576267564
203,50000,-96.5365522420285
203,70000,-79.30560698563279
204,10000,-98.84721214751502
204,30000,-92.94327460379571
204,50000,-101.20135375393859
204,70000,-79.0709017030162
205,10000,-98.82700448754665
205,30000,-92.91191835379402
205,50000,-93.80875184658562
205,70000,-76.97466564537373
206,10000,-98.80741851295957
206,30000,-92.99957419492542
206,50000,-91.1057873674123
206,70000,-78.01885105358618
207,10000,-98.78847614424758
207,30000,-93.14862719400354
207,50000,-90.97348967024917
207,70000,-84.20284847885121
208,10000,-98.77019994258208
208,30000,-93.28476714737029
208,50000,-92.128487708561
208,70000,-100.09276416735656
209,10000,-98.75261258549574
209,30000,-93.33563524736891
209,50000,-91.34122886001771
209,70000,-90.62976137561627
210.00000000000003,10000,-98.73573632733803
210.00000000000003,30000,-93.25768680119745
210.00000000000003,50000,-88.11799445862583
210.00000000000003,70000,-89.33343807207706
211,10000,-98.71959246014356
211,30000,-93.0543537090562
211,50000,-85.4737797832353
211,70000,-80.50604676353598
212,10000,-98.70420079084995
212,30000,-92.77103634418526
212,50000,-83.99226918213523
212,70000,-75.39949660382057
213,10000,-98.68957915055405
213,30000,-92.47345492218925
213,50000,-83.51074855486115
213,70000,-72.82636193663883
214,10000,-98.67574295089531
214,30000,-92.22713313119534
214,50000,-83.9190818755042
214,70000,-73.01608406450624
215,10000,-98.66270480103236
215,30000,-92.08650593891882
215,50000,-85.32679692842096
215,70000,-77.37610942366024
216,10000,-98.65047419729295
216,30000,-92.09104807403384
216,50000,-88.22996717900483
216,70000,-84.59158863243567
217,10000,-98.63905729541032
217,30000,-92.26358465807846
217,50000,-93.5729647529506
217,70000,-79.60878871929972
218,10000,-98.6284567725871
218,30000,-92.60842045547862
218,50000,-94.12572163207923
218,70000,-83.43517142718449
219.00000000000003,10000,-98.61867178435261
219.00000000000003,30000,-93.10969353269616
219.00000000000003,50000,-88.68167618117528
219.00000000000003,70000,-84.92408256136375
220,10000,-98.60969801796034
220,30000,-93.73276778265415
220,50000,-86.05461158294278
220,70000,-75.81211628300417
221,10000,-98.60152784167099
221,30000,-94.4329597552971
221,50000,-85.58346448854661
221,70000,-73.60190378875758
222,10000,-98.59415054583047
222,30000,-95.17300816546319
222,50000,-86.9069332568352
222,70000,-74.15241266893561
223,10000,-98.58755266946181
223,30000,-95.94084089241551
223,50000,-90.19935545464651
223,70000,-77.34208461623895
224,10000,-98.58171840305688
224,30000,-96.75115523124326
224,50000,-96.96676794947409
224,70000,-82.95737213088816
225,10000,-98.57663005610591
225,30000,-97.62271472613665
225,50000,-104.00929012703527
225,70000,-83.58385765200009
226,10000,-98.57226857586764
226,30000,-98.5420519690754
226,50000,-93.81787312651655
226,70000,-78.94116172008866
227,10000,-98.56861410208907
227,30000,-99.43564068999214
227,50000,-89.57452958770857
227,70000,-77.42623632076666
228.00000000000003,10000,-98.56564654132993
228.00000000000003,30000,-100.17792003404949
228.00000000000003,50000,-87.50730353380506
228.00000000000003,70000,-80.20321002798605
229,10000,-98.56334614391925
229,30000,-100.65123272671903
229,50000,-86.76940768964222
229,70000,-74.62046436711941
230,10000,-98.5616940660917
230,30000,-100.81226207824736
230,50000,-87.21225208238565
230,70000,-72.19684947343742
230.99999999999997,10000,-98.56067290065079
230.99999999999997,30000,-100.68766293066746
230.99999999999997,50000,-88.96871091050015
230.99999999999997,70000,-75.76519955357738
232.00000000000003,10000,-98.56026716029648
232.00000000000003,30000,-100.3251946930298
232.00000000000003,50000,-92.25506311344182
232.00000000000003,70000,-83.11552538692493
233,10000,-98.56046369938721
233,30000,-99.78492510065364
233,50000,-96.86596306866024
233,70000,-78.85542409982385
234,10000,-98.56125206179293
234,30000,-99.1609389975248
